qtr,lefttime,score,yrdln,cover,season,week,team
1,3600.0,0,35.0,1.0,2014,1,SEA
1,3596.0,0,87.0,1.0,2014,1,SEA
1,3570.0,0,81.0,1.0,2014,1,SEA
1,3551.0,0,76.0,1.0,2014,1,SEA
1,3512.0,0,61.0,1.0,2014,1,SEA
1,3486.0,0,59.0,1.0,2014,1,SEA
1,3450.0,0,61.0,1.0,2014,1,SEA
1,3417.0,0,61.0,1.0,2014,1,SEA
1,3413.0,0,35.0,1.0,2014,1,SEA
1,3380.0,0,39.0,1.0,2014,1,SEA
1,3344.0,0,44.0,1.0,2014,1,SEA
1,3310.0,0,48.0,1.0,2014,1,SEA
1,3270.0,0,56.0,1.0,2014,1,SEA
1,3231.0,0,56.0,1.0,2014,1,SEA
1,3224.0,0,56.0,1.0,2014,1,SEA
1,3217.0,0,61.0,1.0,2014,1,SEA
1,3178.0,0,74.0,1.0,2014,1,SEA
1,3147.0,0,74.0,1.0,2014,1,SEA
1,3106.0,0,79.0,1.0,2014,1,SEA
1,3067.0,3,83.0,1.0,2014,1,SEA
1,3067.0,3,83.0,1.0,2014,1,SEA
1,3063.0,3,80.0,1.0,2014,1,SEA
1,3063.0,3,35.0,1.0,2014,1,SEA
1,3043.0,3,69.0,1.0,2014,1,SEA
1,2995.0,3,74.0,1.0,2014,1,SEA
1,2991.0,3,74.0,1.0,2014,1,SEA
1,2984.0,3,74.0,1.0,2014,1,SEA
1,2972.0,3,34.0,1.0,2014,1,SEA
1,2935.0,3,34.0,1.0,2014,1,SEA
1,2899.0,3,32.0,1.0,2014,1,SEA
1,2859.0,3,24.0,1.0,2014,1,SEA
1,2827.0,3,8.0,1.0,2014,1,SEA
1,2790.0,3,8.0,1.0,2014,1,SEA
1,2790.0,3,2.0,1.0,2014,1,SEA
1,2785.0,3,20.0,1.0,2014,1,SEA
1,2785.0,3,65.0,1.0,2014,1,SEA
1,2785.0,3,2.0,1.0,2014,1,SEA
1,2759.0,3,10.0,1.0,2014,1,SEA
1,2720.0,3,20.0,1.0,2014,1,SEA
1,2700.0,3,20.0,1.0,2014,1,SEA
2,2700.0,3,29.0,1.0,2014,1,SEA
2,2662.0,3,36.0,1.0,2014,1,SEA
2,2619.0,3,34.0,1.0,2014,1,SEA
2,2588.0,9,67.0,1.0,2014,1,SEA
2,2580.0,10,98.0,1.0,2014,1,SEA
2,2580.0,10,35.0,1.0,2014,1,SEA
2,2574.0,10,84.0,1.0,2014,1,SEA
2,2544.0,10,83.0,1.0,2014,1,SEA
2,2497.0,10,79.0,1.0,2014,1,SEA
2,2474.0,10,68.0,1.0,2014,1,SEA
2,2438.0,10,65.0,1.0,2014,1,SEA
2,2396.0,10,62.0,1.0,2014,1,SEA
2,2373.0,10,56.0,1.0,2014,1,SEA
2,2338.0,10,54.0,1.0,2014,1,SEA
2,2301.0,10,51.0,1.0,2014,1,SEA
2,2293.0,10,7.0,1.0,2014,1,SEA
2,2259.0,10,7.0,1.0,2014,1,SEA
2,2220.0,10,5.0,1.0,2014,1,SEA
2,2215.0,10,5.0,1.0,2014,1,SEA
2,2212.0,10,65.0,1.0,2014,1,SEA
2,2203.0,10,30.0,1.0,2014,1,SEA
2,2171.0,10,54.0,1.0,2014,1,SEA
2,2169.0,10,54.0,1.0,2014,1,SEA
2,2147.0,10,59.0,1.0,2014,1,SEA
2,2103.0,10,80.0,1.0,2014,1,SEA
2,2064.0,10,89.0,1.0,2014,1,SEA
2,2026.0,16,91.0,1.0,2014,1,SEA
2,2021.0,17,98.0,1.0,2014,1,SEA
2,2021.0,17,80.0,1.0,2014,1,SEA
2,2021.0,17,35.0,1.0,2014,1,SEA
2,1984.0,17,62.0,1.0,2014,1,SEA
2,1937.0,17,62.0,1.0,2014,1,SEA
2,1937.0,17,62.0,1.0,2014,1,SEA
2,1920.0,17,62.0,1.0,2014,1,SEA
2,1920.0,17,51.0,1.0,2014,1,SEA
2,1893.0,17,45.0,1.0,2014,1,SEA
2,1887.0,17,45.0,1.0,2014,1,SEA
2,1881.0,17,45.0,1.0,2014,1,SEA
2,1866.0,17,18.0,1.0,2014,1,SEA
2,1843.0,17,22.0,1.0,2014,1,SEA
2,1835.0,17,27.0,1.0,2014,1,SEA
2,1827.0,17,34.0,1.0,2014,1,SEA
2,1827.0,17,34.0,1.0,2014,1,SEA
2,1819.0,17,34.0,1.0,2014,1,SEA
2,1814.0,17,41.0,1.0,2014,1,SEA
2,1814.0,17,41.0,1.0,2014,1,SEA
2,1810.0,17,41.0,1.0,2014,1,SEA
2,1800.0,17,41.0,1.0,2014,1,SEA
3,1800.0,17,65.0,1.0,2014,1,SEA
3,1795.0,17,14.0,1.0,2014,1,SEA
3,1757.0,17,28.0,1.0,2014,1,SEA
3,1728.0,17,37.0,1.0,2014,1,SEA
3,1685.0,17,41.0,1.0,2014,1,SEA
3,1680.0,17,41.0,1.0,2014,1,SEA
3,1674.0,17,41.0,1.0,2014,1,SEA
3,1633.0,17,47.0,1.0,2014,1,SEA
3,1626.0,17,86.0,1.0,2014,1,SEA
3,1614.0,17,92.0,1.0,2014,1,SEA
3,1610.0,17,92.0,1.0,2014,1,SEA
3,1570.0,17,97.0,1.0,2014,1,SEA
3,1532.0,20,98.0,1.0,2014,1,SEA
3,1528.0,20,35.0,1.0,2014,1,SEA
3,1528.0,20,80.0,1.0,2014,1,SEA
3,1503.0,20,78.0,1.0,2014,1,SEA
3,1466.0,20,76.0,1.0,2014,1,SEA
3,1447.0,20,67.0,1.0,2014,1,SEA
3,1403.0,20,69.0,1.0,2014,1,SEA
3,1397.0,20,69.0,1.0,2014,1,SEA
3,1364.0,20,46.0,1.0,2014,1,SEA
3,1339.0,20,41.0,1.0,2014,1,SEA
3,1335.0,20,41.0,1.0,2014,1,SEA
3,1326.0,20,41.0,1.0,2014,1,SEA
3,1321.0,20,45.0,1.0,2014,1,SEA
3,1283.0,20,61.0,1.0,2014,1,SEA
3,1246.0,20,62.0,1.0,2014,1,SEA
3,1241.0,20,62.0,1.0,2014,1,SEA
3,1202.0,20,63.0,1.0,2014,1,SEA
3,1193.0,22,90.0,1.0,2014,1,SEA
3,1182.0,22,90.0,1.0,2014,1,SEA
3,1179.0,22,47.0,1.0,2014,1,SEA
3,1143.0,22,56.0,1.0,2014,1,SEA
3,1103.0,22,61.0,1.0,2014,1,SEA
3,1066.0,22,65.0,1.0,2014,1,SEA
3,1021.0,22,74.0,1.0,2014,1,SEA
3,1014.0,22,74.0,1.0,2014,1,SEA
3,968.0,22,74.0,1.0,2014,1,SEA
3,928.0,22,84.0,1.0,2014,1,SEA
3,900.0,22,84.0,1.0,2014,1,SEA
4,900.0,28,97.0,1.0,2014,1,SEA
4,895.0,28,35.0,1.0,2014,1,SEA
4,895.0,29,98.0,1.0,2014,1,SEA
4,889.0,29,82.0,1.0,2014,1,SEA
4,861.0,29,67.0,1.0,2014,1,SEA
4,821.0,29,55.0,1.0,2014,1,SEA
4,783.0,29,52.0,1.0,2014,1,SEA
4,752.0,29,39.0,1.0,2014,1,SEA
4,730.0,29,49.0,1.0,2014,1,SEA
4,698.0,29,37.0,1.0,2014,1,SEA
4,658.0,29,31.0,1.0,2014,1,SEA
4,629.0,29,20.0,1.0,2014,1,SEA
4,612.0,29,8.0,1.0,2014,1,SEA
4,577.0,29,3.0,1.0,2014,1,SEA
4,571.0,29,2.0,1.0,2014,1,SEA
4,571.0,29,65.0,1.0,2014,1,SEA
4,571.0,29,20.0,1.0,2014,1,SEA
4,530.0,29,21.0,1.0,2014,1,SEA
4,484.0,29,24.0,1.0,2014,1,SEA
4,480.0,29,29.0,1.0,2014,1,SEA
4,437.0,29,31.0,1.0,2014,1,SEA
4,392.0,29,45.0,1.0,2014,1,SEA
4,350.0,29,49.0,1.0,2014,1,SEA
4,305.0,29,56.0,1.0,2014,1,SEA
4,265.0,29,61.0,1.0,2014,1,SEA
4,258.0,29,54.0,1.0,2014,1,SEA
4,249.0,29,76.0,1.0,2014,1,SEA
4,207.0,29,78.0,1.0,2014,1,SEA
4,163.0,29,84.0,1.0,2014,1,SEA
4,157.0,35,85.0,1.0,2014,1,SEA
4,157.0,35,85.0,1.0,2014,1,SEA
4,151.0,35,35.0,1.0,2014,1,SEA
4,151.0,36,98.0,1.0,2014,1,SEA
4,147.0,36,76.0,1.0,2014,1,SEA
4,144.0,36,76.0,1.0,2014,1,SEA
4,120.0,36,76.0,1.0,2014,1,SEA
4,120.0,36,69.0,1.0,2014,1,SEA
4,111.0,36,79.0,1.0,2014,1,SEA
4,101.0,36,79.0,1.0,2014,1,SEA
4,93.0,36,22.0,1.0,2014,1,SEA
4,53.0,36,21.0,1.0,2014,1,SEA
4,21.0,36,20.0,1.0,2014,1,SEA
4,0.0,36,20.0,1.0,2014,1,SEA
1,3600.0,0,65.0,-1.0,2014,1,GB
1,3596.0,0,13.0,-1.0,2014,1,GB
1,3570.0,0,19.0,-1.0,2014,1,GB
1,3551.0,0,24.0,-1.0,2014,1,GB
1,3512.0,0,39.0,-1.0,2014,1,GB
1,3486.0,0,41.0,-1.0,2014,1,GB
1,3450.0,0,39.0,-1.0,2014,1,GB
1,3417.0,0,39.0,-1.0,2014,1,GB
1,3413.0,0,65.0,-1.0,2014,1,GB
1,3380.0,0,61.0,-1.0,2014,1,GB
1,3344.0,0,56.0,-1.0,2014,1,GB
1,3310.0,0,52.0,-1.0,2014,1,GB
1,3270.0,0,44.0,-1.0,2014,1,GB
1,3231.0,0,44.0,-1.0,2014,1,GB
1,3224.0,0,44.0,-1.0,2014,1,GB
1,3217.0,0,39.0,-1.0,2014,1,GB
1,3178.0,0,26.0,-1.0,2014,1,GB
1,3147.0,0,26.0,-1.0,2014,1,GB
1,3106.0,0,21.0,-1.0,2014,1,GB
1,3067.0,0,17.0,-1.0,2014,1,GB
1,3067.0,0,17.0,-1.0,2014,1,GB
1,3063.0,0,20.0,-1.0,2014,1,GB
1,3063.0,0,65.0,-1.0,2014,1,GB
1,3043.0,0,31.0,-1.0,2014,1,GB
1,2995.0,0,26.0,-1.0,2014,1,GB
1,2991.0,0,26.0,-1.0,2014,1,GB
1,2984.0,0,26.0,-1.0,2014,1,GB
1,2972.0,0,66.0,-1.0,2014,1,GB
1,2935.0,0,66.0,-1.0,2014,1,GB
1,2899.0,0,68.0,-1.0,2014,1,GB
1,2859.0,0,76.0,-1.0,2014,1,GB
1,2827.0,0,92.0,-1.0,2014,1,GB
1,2790.0,0,92.0,-1.0,2014,1,GB
1,2790.0,6,98.0,-1.0,2014,1,GB
1,2785.0,6,80.0,-1.0,2014,1,GB
1,2785.0,6,35.0,-1.0,2014,1,GB
1,2785.0,7,98.0,-1.0,2014,1,GB
1,2759.0,7,90.0,-1.0,2014,1,GB
1,2720.0,7,80.0,-1.0,2014,1,GB
1,2700.0,7,80.0,-1.0,2014,1,GB
2,2700.0,7,71.0,-1.0,2014,1,GB
2,2662.0,7,64.0,-1.0,2014,1,GB
2,2619.0,7,66.0,-1.0,2014,1,GB
2,2588.0,7,33.0,-1.0,2014,1,GB
2,2580.0,7,2.0,-1.0,2014,1,GB
2,2580.0,7,65.0,-1.0,2014,1,GB
2,2574.0,7,16.0,-1.0,2014,1,GB
2,2544.0,7,17.0,-1.0,2014,1,GB
2,2497.0,7,21.0,-1.0,2014,1,GB
2,2474.0,7,32.0,-1.0,2014,1,GB
2,2438.0,7,35.0,-1.0,2014,1,GB
2,2396.0,7,38.0,-1.0,2014,1,GB
2,2373.0,7,44.0,-1.0,2014,1,GB
2,2338.0,7,46.0,-1.0,2014,1,GB
2,2301.0,7,49.0,-1.0,2014,1,GB
2,2293.0,7,93.0,-1.0,2014,1,GB
2,2259.0,7,93.0,-1.0,2014,1,GB
2,2220.0,7,95.0,-1.0,2014,1,GB
2,2215.0,10,95.0,-1.0,2014,1,GB
2,2212.0,10,35.0,-1.0,2014,1,GB
2,2203.0,10,70.0,-1.0,2014,1,GB
2,2171.0,10,46.0,-1.0,2014,1,GB
2,2169.0,10,46.0,-1.0,2014,1,GB
2,2147.0,10,41.0,-1.0,2014,1,GB
2,2103.0,10,20.0,-1.0,2014,1,GB
2,2064.0,10,11.0,-1.0,2014,1,GB
2,2026.0,10,9.0,-1.0,2014,1,GB
2,2021.0,10,2.0,-1.0,2014,1,GB
2,2021.0,10,20.0,-1.0,2014,1,GB
2,2021.0,10,65.0,-1.0,2014,1,GB
2,1984.0,10,38.0,-1.0,2014,1,GB
2,1937.0,10,38.0,-1.0,2014,1,GB
2,1937.0,10,38.0,-1.0,2014,1,GB
2,1920.0,10,38.0,-1.0,2014,1,GB
2,1920.0,10,49.0,-1.0,2014,1,GB
2,1893.0,10,55.0,-1.0,2014,1,GB
2,1887.0,10,55.0,-1.0,2014,1,GB
2,1881.0,10,55.0,-1.0,2014,1,GB
2,1866.0,10,82.0,-1.0,2014,1,GB
2,1843.0,10,78.0,-1.0,2014,1,GB
2,1835.0,10,73.0,-1.0,2014,1,GB
2,1827.0,10,66.0,-1.0,2014,1,GB
2,1827.0,10,66.0,-1.0,2014,1,GB
2,1819.0,10,66.0,-1.0,2014,1,GB
2,1814.0,10,59.0,-1.0,2014,1,GB
2,1814.0,10,59.0,-1.0,2014,1,GB
2,1810.0,10,59.0,-1.0,2014,1,GB
2,1800.0,10,59.0,-1.0,2014,1,GB
3,1800.0,10,35.0,-1.0,2014,1,GB
3,1795.0,10,86.0,-1.0,2014,1,GB
3,1757.0,10,72.0,-1.0,2014,1,GB
3,1728.0,10,63.0,-1.0,2014,1,GB
3,1685.0,10,59.0,-1.0,2014,1,GB
3,1680.0,10,59.0,-1.0,2014,1,GB
3,1674.0,10,59.0,-1.0,2014,1,GB
3,1633.0,10,53.0,-1.0,2014,1,GB
3,1626.0,10,14.0,-1.0,2014,1,GB
3,1614.0,10,8.0,-1.0,2014,1,GB
3,1610.0,10,8.0,-1.0,2014,1,GB
3,1570.0,10,3.0,-1.0,2014,1,GB
3,1532.0,10,2.0,-1.0,2014,1,GB
3,1528.0,10,65.0,-1.0,2014,1,GB
3,1528.0,10,20.0,-1.0,2014,1,GB
3,1503.0,10,22.0,-1.0,2014,1,GB
3,1466.0,10,24.0,-1.0,2014,1,GB
3,1447.0,10,33.0,-1.0,2014,1,GB
3,1403.0,10,31.0,-1.0,2014,1,GB
3,1397.0,10,31.0,-1.0,2014,1,GB
3,1364.0,10,54.0,-1.0,2014,1,GB
3,1339.0,10,59.0,-1.0,2014,1,GB
3,1335.0,10,59.0,-1.0,2014,1,GB
3,1326.0,10,59.0,-1.0,2014,1,GB
3,1321.0,10,55.0,-1.0,2014,1,GB
3,1283.0,10,39.0,-1.0,2014,1,GB
3,1246.0,10,38.0,-1.0,2014,1,GB
3,1241.0,10,38.0,-1.0,2014,1,GB
3,1202.0,10,37.0,-1.0,2014,1,GB
3,1193.0,10,10.0,-1.0,2014,1,GB
3,1182.0,10,10.0,-1.0,2014,1,GB
3,1179.0,10,53.0,-1.0,2014,1,GB
3,1143.0,10,44.0,-1.0,2014,1,GB
3,1103.0,10,39.0,-1.0,2014,1,GB
3,1066.0,10,35.0,-1.0,2014,1,GB
3,1021.0,10,26.0,-1.0,2014,1,GB
3,1014.0,10,26.0,-1.0,2014,1,GB
3,968.0,10,26.0,-1.0,2014,1,GB
3,928.0,10,16.0,-1.0,2014,1,GB
3,900.0,10,16.0,-1.0,2014,1,GB
4,900.0,10,3.0,-1.0,2014,1,GB
4,895.0,10,65.0,-1.0,2014,1,GB
4,895.0,10,2.0,-1.0,2014,1,GB
4,889.0,10,18.0,-1.0,2014,1,GB
4,861.0,10,33.0,-1.0,2014,1,GB
4,821.0,10,45.0,-1.0,2014,1,GB
4,783.0,10,48.0,-1.0,2014,1,GB
4,752.0,10,61.0,-1.0,2014,1,GB
4,730.0,10,51.0,-1.0,2014,1,GB
4,698.0,10,63.0,-1.0,2014,1,GB
4,658.0,10,69.0,-1.0,2014,1,GB
4,629.0,10,80.0,-1.0,2014,1,GB
4,612.0,10,92.0,-1.0,2014,1,GB
4,577.0,16,97.0,-1.0,2014,1,GB
4,571.0,16,98.0,-1.0,2014,1,GB
4,571.0,16,35.0,-1.0,2014,1,GB
4,571.0,16,80.0,-1.0,2014,1,GB
4,530.0,16,79.0,-1.0,2014,1,GB
4,484.0,16,76.0,-1.0,2014,1,GB
4,480.0,16,71.0,-1.0,2014,1,GB
4,437.0,16,69.0,-1.0,2014,1,GB
4,392.0,16,55.0,-1.0,2014,1,GB
4,350.0,16,51.0,-1.0,2014,1,GB
4,305.0,16,44.0,-1.0,2014,1,GB
4,265.0,16,39.0,-1.0,2014,1,GB
4,258.0,16,46.0,-1.0,2014,1,GB
4,249.0,16,24.0,-1.0,2014,1,GB
4,207.0,16,22.0,-1.0,2014,1,GB
4,163.0,16,16.0,-1.0,2014,1,GB
4,157.0,16,15.0,-1.0,2014,1,GB
4,157.0,16,15.0,-1.0,2014,1,GB
4,151.0,16,65.0,-1.0,2014,1,GB
4,151.0,16,2.0,-1.0,2014,1,GB
4,147.0,16,24.0,-1.0,2014,1,GB
4,144.0,16,24.0,-1.0,2014,1,GB
4,120.0,16,24.0,-1.0,2014,1,GB
4,120.0,16,31.0,-1.0,2014,1,GB
4,111.0,16,21.0,-1.0,2014,1,GB
4,101.0,16,21.0,-1.0,2014,1,GB
4,93.0,16,78.0,-1.0,2014,1,GB
4,53.0,16,79.0,-1.0,2014,1,GB
4,21.0,16,80.0,-1.0,2014,1,GB
4,0.0,16,80.0,-1.0,2014,1,GB
1,3698.0,0,20.0,-1.0,2014,1,NO
1,3698.0,0,65.0,-1.0,2014,1,NO
1,3676.0,0,25.0,-1.0,2014,1,NO
1,3636.0,0,57.0,-1.0,2014,1,NO
1,3604.0,0,63.0,-1.0,2014,1,NO
1,3572.0,0,65.0,-1.0,2014,1,NO
1,3538.0,0,82.0,-1.0,2014,1,NO
1,3508.0,0,83.0,-1.0,2014,1,NO
1,3482.0,0,73.0,-1.0,2014,1,NO
1,3476.0,0,73.0,-1.0,2014,1,NO
1,3436.0,3,87.0,-1.0,2014,1,NO
1,3431.0,3,80.0,-1.0,2014,1,NO
1,3431.0,3,35.0,-1.0,2014,1,NO
1,3394.0,3,79.0,-1.0,2014,1,NO
1,3355.0,3,76.0,-1.0,2014,1,NO
1,3330.0,3,81.0,-1.0,2014,1,NO
1,3325.0,3,81.0,-1.0,2014,1,NO
1,3316.0,3,39.0,-1.0,2014,1,NO
1,3278.0,3,41.0,-1.0,2014,1,NO
1,3245.0,3,42.0,-1.0,2014,1,NO
1,3205.0,3,50.0,-1.0,2014,1,NO
1,3198.0,3,50.0,-1.0,2014,1,NO
1,3163.0,3,54.0,-1.0,2014,1,NO
1,3126.0,3,67.0,-1.0,2014,1,NO
1,3095.0,3,67.0,-1.0,2014,1,NO
1,3089.0,3,67.0,-1.0,2014,1,NO
1,3082.0,6,67.0,-1.0,2014,1,NO
1,3077.0,6,35.0,-1.0,2014,1,NO
1,3072.0,6,84.0,-1.0,2014,1,NO
1,3049.0,6,67.0,-1.0,2014,1,NO
1,3017.0,6,64.0,-1.0,2014,1,NO
1,2987.0,6,50.0,-1.0,2014,1,NO
1,2951.0,6,46.0,-1.0,2014,1,NO
1,2929.0,6,40.0,-1.0,2014,1,NO
1,2894.0,6,37.0,-1.0,2014,1,NO
1,2864.0,6,25.0,-1.0,2014,1,NO
1,2854.0,6,20.0,-1.0,2014,1,NO
1,2820.0,6,26.0,-1.0,2014,1,NO
1,2814.0,6,26.0,-1.0,2014,1,NO
1,2798.0,6,26.0,-1.0,2014,1,NO
2,2798.0,6,43.0,-1.0,2014,1,NO
2,2766.0,6,61.0,-1.0,2014,1,NO
2,2728.0,6,82.0,-1.0,2014,1,NO
2,2688.0,6,82.0,-1.0,2014,1,NO
2,2648.0,6,89.0,-1.0,2014,1,NO
2,2609.0,12,98.0,-1.0,2014,1,NO
2,2604.0,13,98.0,-1.0,2014,1,NO
2,2604.0,13,35.0,-1.0,2014,1,NO
2,2604.0,13,80.0,-1.0,2014,1,NO
2,2599.0,13,80.0,-1.0,2014,1,NO
2,2556.0,13,78.0,-1.0,2014,1,NO
2,2540.0,13,43.0,-1.0,2014,1,NO
2,2504.0,13,38.0,-1.0,2014,1,NO
2,2482.0,13,48.0,-1.0,2014,1,NO
2,2455.0,13,31.0,-1.0,2014,1,NO
2,2419.0,13,26.0,-1.0,2014,1,NO
2,2375.0,13,22.0,-1.0,2014,1,NO
2,2338.0,13,20.0,-1.0,2014,1,NO
2,2297.0,13,20.0,-1.0,2014,1,NO
2,2292.0,13,20.0,-1.0,2014,1,NO
2,2292.0,13,25.0,-1.0,2014,1,NO
2,2278.0,13,13.0,-1.0,2014,1,NO
2,2245.0,13,10.0,-1.0,2014,1,NO
2,2218.0,13,20.0,-1.0,2014,1,NO
2,2181.0,13,15.0,-1.0,2014,1,NO
2,2150.0,13,2.0,-1.0,2014,1,NO
2,2144.0,13,65.0,-1.0,2014,1,NO
2,2144.0,13,20.0,-1.0,2014,1,NO
2,2144.0,13,2.0,-1.0,2014,1,NO
2,2113.0,13,28.0,-1.0,2014,1,NO
2,2080.0,13,35.0,-1.0,2014,1,NO
2,2037.0,13,40.0,-1.0,2014,1,NO
2,2018.0,13,46.0,-1.0,2014,1,NO
2,2018.0,13,46.0,-1.0,2014,1,NO
2,1988.0,13,59.0,-1.0,2014,1,NO
2,1981.0,13,71.0,-1.0,2014,1,NO
2,1977.0,13,76.0,-1.0,2014,1,NO
2,1932.0,13,87.0,-1.0,2014,1,NO
2,1922.0,13,87.0,-1.0,2014,1,NO
2,1922.0,19,97.0,-1.0,2014,1,NO
2,1918.0,20,98.0,-1.0,2014,1,NO
2,1918.0,20,80.0,-1.0,2014,1,NO
2,1918.0,20,35.0,-1.0,2014,1,NO
2,1912.0,20,35.0,-1.0,2014,1,NO
2,1912.0,20,61.0,-1.0,2014,1,NO
2,1902.0,20,61.0,-1.0,2014,1,NO
2,1902.0,20,22.0,-1.0,2014,1,NO
2,1902.0,20,22.0,-1.0,2014,1,NO
2,1902.0,20,22.0,-1.0,2014,1,NO
3,1898.0,20,35.0,-1.0,2014,1,NO
3,1898.0,20,80.0,-1.0,2014,1,NO
3,1864.0,20,74.0,-1.0,2014,1,NO
3,1841.0,20,54.0,-1.0,2014,1,NO
3,1803.0,20,50.0,-1.0,2014,1,NO
3,1765.0,20,39.0,-1.0,2014,1,NO
3,1738.0,20,32.0,-1.0,2014,1,NO
3,1716.0,20,30.0,-1.0,2014,1,NO
3,1684.0,20,28.0,-1.0,2014,1,NO
3,1644.0,20,28.0,-1.0,2014,1,NO
3,1640.0,20,28.0,-1.0,2014,1,NO
3,1597.0,20,1.0,-1.0,2014,1,NO
3,1566.0,20,1.0,-1.0,2014,1,NO
3,1560.0,20,2.0,-1.0,2014,1,NO
3,1560.0,20,20.0,-1.0,2014,1,NO
3,1560.0,20,65.0,-1.0,2014,1,NO
3,1516.0,20,15.0,-1.0,2014,1,NO
3,1509.0,20,36.0,-1.0,2014,1,NO
3,1505.0,20,36.0,-1.0,2014,1,NO
3,1488.0,20,41.0,-1.0,2014,1,NO
3,1480.0,20,41.0,-1.0,2014,1,NO
3,1443.0,20,43.0,-1.0,2014,1,NO
3,1437.0,20,43.0,-1.0,2014,1,NO
3,1425.0,20,85.0,-1.0,2014,1,NO
3,1387.0,20,75.0,-1.0,2014,1,NO
3,1381.0,20,75.0,-1.0,2014,1,NO
3,1377.0,20,75.0,-1.0,2014,1,NO
3,1345.0,20,66.0,-1.0,2014,1,NO
3,1335.0,20,20.0,-1.0,2014,1,NO
3,1298.0,20,26.0,-1.0,2014,1,NO
3,1261.0,20,83.0,-1.0,2014,1,NO
3,1221.0,20,84.0,-1.0,2014,1,NO
3,1179.0,20,86.0,-1.0,2014,1,NO
3,1170.0,20,80.0,-1.0,2014,1,NO
3,1136.0,20,75.0,-1.0,2014,1,NO
3,1101.0,20,65.0,-1.0,2014,1,NO
3,1065.0,20,55.0,-1.0,2014,1,NO
3,1032.0,20,54.0,-1.0,2014,1,NO
3,1019.0,20,2.0,-1.0,2014,1,NO
3,1019.0,20,65.0,-1.0,2014,1,NO
3,1018.0,20,20.0,-1.0,2014,1,NO
3,998.0,20,20.0,-1.0,2014,1,NO
4,998.0,20,21.0,-1.0,2014,1,NO
4,962.0,20,27.0,-1.0,2014,1,NO
4,917.0,20,38.0,-1.0,2014,1,NO
4,880.0,20,39.0,-1.0,2014,1,NO
4,842.0,20,43.0,-1.0,2014,1,NO
4,801.0,20,52.0,-1.0,2014,1,NO
4,759.0,20,54.0,-1.0,2014,1,NO
4,754.0,20,54.0,-1.0,2014,1,NO
4,713.0,20,73.0,-1.0,2014,1,NO
4,676.0,20,78.0,-1.0,2014,1,NO
4,631.0,26,97.0,-1.0,2014,1,NO
4,624.0,26,85.0,-1.0,2014,1,NO
4,624.0,26,35.0,-1.0,2014,1,NO
4,624.0,26,80.0,-1.0,2014,1,NO
4,624.0,27,98.0,-1.0,2014,1,NO
4,621.0,27,85.0,-1.0,2014,1,NO
4,577.0,27,88.0,-1.0,2014,1,NO
4,530.0,27,75.0,-1.0,2014,1,NO
4,521.0,27,26.0,-1.0,2014,1,NO
4,497.0,27,30.0,-1.0,2014,1,NO
4,493.0,27,30.0,-1.0,2014,1,NO
4,489.0,27,30.0,-1.0,2014,1,NO
4,474.0,27,94.0,-1.0,2014,1,NO
4,453.0,27,71.0,-1.0,2014,1,NO
4,414.0,27,67.0,-1.0,2014,1,NO
4,410.0,27,67.0,-1.0,2014,1,NO
4,377.0,27,51.0,-1.0,2014,1,NO
4,342.0,27,48.0,-1.0,2014,1,NO
4,307.0,27,25.0,-1.0,2014,1,NO
4,275.0,27,17.0,-1.0,2014,1,NO
4,268.0,27,2.0,-1.0,2014,1,NO
4,268.0,27,65.0,-1.0,2014,1,NO
4,261.0,27,24.0,-1.0,2014,1,NO
4,261.0,27,29.0,-1.0,2014,1,NO
4,234.0,27,34.0,-1.0,2014,1,NO
4,218.0,27,34.0,-1.0,2014,1,NO
4,218.0,27,46.0,-1.0,2014,1,NO
4,213.0,27,51.0,-1.0,2014,1,NO
4,207.0,27,75.0,-1.0,2014,1,NO
4,202.0,27,88.0,-1.0,2014,1,NO
4,196.0,27,95.0,-1.0,2014,1,NO
4,187.0,27,99.0,-1.0,2014,1,NO
4,187.0,27,99.0,-1.0,2014,1,NO
4,182.0,33,97.0,-1.0,2014,1,NO
4,182.0,33,97.0,-1.0,2014,1,NO
4,178.0,33,80.0,-1.0,2014,1,NO
4,178.0,33,35.0,-1.0,2014,1,NO
4,178.0,34,98.0,-1.0,2014,1,NO
4,157.0,34,67.0,-1.0,2014,1,NO
4,141.0,34,67.0,-1.0,2014,1,NO
4,141.0,34,55.0,-1.0,2014,1,NO
4,138.0,34,55.0,-1.0,2014,1,NO
4,138.0,34,34.0,-1.0,2014,1,NO
4,106.0,34,33.0,-1.0,2014,1,NO
4,106.0,34,33.0,-1.0,2014,1,NO
4,106.0,34,34.0,-1.0,2014,1,NO
4,102.0,34,33.0,-1.0,2014,1,NO
5,98.0,34,20.0,-1.0,2014,1,NO
5,98.0,34,65.0,-1.0,2014,1,NO
5,96.0,34,20.0,-1.0,2014,1,NO
5,87.0,34,38.0,-1.0,2014,1,NO
5,46.0,34,35.0,-1.0,2014,1,NO
5,5.0,34,34.0,-1.0,2014,1,NO
5,0.0,34,34.0,-1.0,2014,1,NO
1,3698.0,0,80.0,1.0,2014,1,ATL
1,3698.0,0,35.0,1.0,2014,1,ATL
1,3676.0,0,75.0,1.0,2014,1,ATL
1,3636.0,0,43.0,1.0,2014,1,ATL
1,3604.0,0,37.0,1.0,2014,1,ATL
1,3572.0,0,35.0,1.0,2014,1,ATL
