drive,fds,result,penyds,ydsgained,numplays,postime
11,4,Touchdown,-5,73,9,1:19
10,0,Punt,-11,18,7,2:10
13,3,Interception,0,48,9,4:42
12,2,Missed FG,-10,50,13,1:00
15,6,Touchdown,-20,102,16,6:49
14,2,Punt,0,18,8,4:03
17,3,Punt,-11,41,14,6:35
16,2,Field Goal,14,30,12,4:37
19,4,Downs,20,25,13,2:28
18,0,Punt,0,-7,7,0:33
20,0,End of Game,0,-1,2,0:13
1,0,Blocked Punt,0,7,5,1:24
3,2,Touchdown,0,58,6,1:11
2,1,Touchdown,0,3,2,0:04
5,4,Touchdown,5,60,9,2:27
4,6,Touchdown,-5,80,20,10:00
7,1,Punt,0,9,6,2:14
6,5,Field Goal,5,57,14,5:22
9,4,Touchdown,9,31,6,1:42
8,0,Punt,5,1,5,1:07
