drive,fds,result,penyds,ydsgained,numplays,postime
24,1,Punt,0,30,8,2:57
25,4,Blocked FG,0,51,12,7:14
26,3,Field Goal,15,54,6,1:22
20,0,Punt,0,3,5,1:43
21,1,Punt,-5,42,9,1:13
22,1,Punt,0,10,7,0:52
23,1,End of Half,15,-2,7,0:40
1,1,Punt,0,11,7,3:05
3,2,Field Goal,0,72,6,2:15
2,0,Punt,0,4,4,1:29
5,0,Punt,0,8,4,2:05
4,1,Punt,0,15,6,2:47
7,2,Downs,0,34,9,3:33
6,3,Touchdown,-5,75,10,3:27
9,4,Field Goal,15,51,13,6:20
8,1,Field Goal,0,55,7,2:16
11,1,Touchdown,0,3,4,0:16
10,1,Interception,0,11,5,0:56
13,1,Field Goal,0,40,5,0:25
12,1,Punt,-5,15,8,1:02
15,3,Field Goal,0,70,13,5:23
14,0,End of Half,0,0,2,0:04
17,2,Downs,-5,24,11,3:34
16,4,Missed FG,-10,56,17,8:24
19,3,Field Goal,10,50,14,5:53
18,1,Punt,-5,20,6,2:18
