drive,fds,result,penyds,ydsgained,numplays,postime
1,0,Punt,0,-2,5,0:55
21,4,Downs,0,63,14,2:29
17,5,Touchdown,0,61,16,6:04
7,2,Punt,-5,26,11,3:09
10,3,Touchdown,13,64,10,3:39
20,0,Field Goal,-5,5,8,1:02
4,3,Touchdown,0,81,9,4:12
6,2,Field Goal,15,29,8,2:46
13,2,Touchdown,0,38,9,1:37
14,1,Fumble,0,31,7,2:39
11,2,Interception,0,55,6,2:21
5,3,Missed FG,-10,52,17,7:23
22,0,End of Game,0,-1,2,0:21
9,0,End of Half,0,-1,3,0:07
19,1,Interception,0,25,6,2:10
12,3,Field Goal,30,48,10,4:53
18,0,Fumble,0,18,3,0:51
8,7,Touchdown,-5,98,16,3:07
2,2,Field Goal,5,34,9,3:43
16,0,Punt,0,5,4,0:49
15,1,Interception,0,13,4,1:05
3,2,Punt,-5,29,11,4:38
