drive,play,down,time,desc,ydstogo,qtr,ydsnet,yrdln,sp,posteam,note
9,1038,1,14:20,,10,2,11,NYG 22,0,NYG,
9,1014,1,14:49,,10,2,11,NYG 11,0,NYG,
9,1081,3,13:47,,10,2,11,NYG 22,0,NYG,
9,1059,2,13:53,,10,2,11,NYG 22,0,NYG,
9,1103,4,13:42,,10,2,11,NYG 22,0,NYG,PUNT
24,4113,1,02:00,,10,4,31,NYG 48,0,TB,
24,4263,0,00:04,,0,4,59,,0,,TIMEOUT
24,4139,2,01:34,,6,4,36,NYG 44,0,TB,
24,4280,3,00:04,,13,4,59,NYG 16,1,TB,FG
24,4187,0,00:41,,0,4,62,,0,,TIMEOUT
24,4011,0,03:16,,0,4,0,NYG 35,0,NYG,KICKOFF
24,4072,1,02:25,,10,4,27,TB 38,0,TB,
24,4026,1,03:16,,10,4,6,TB 25,0,TB,
24,4096,0,02:00,,0,4,27,,0,,
24,4051,2,02:54,,4,4,13,TB 31,0,TB,
24,4242,2,00:35,,12,4,59,NYG 15,0,TB,
24,4163,3,01:30,,1,4,62,NYG 39,0,TB,
24,4204,1,00:41,,10,4,60,NYG 13,0,TB,
24,4225,0,00:35,,0,4,60,,0,,TIMEOUT
10,1222,4,11:58,,10,2,35,NYG 28,0,TB,FGM
10,1157,1,12:47,,10,2,35,NYG 28,0,TB,
10,1178,2,12:09,,10,2,35,NYG 28,0,TB,
10,1200,3,12:04,,10,2,35,NYG 28,0,TB,
10,1128,1,13:28,,10,2,35,TB 37,0,TB,
20,3205,1,14:15,,10,4,0,TB 33,0,TB,
20,3226,2,13:37,,10,4,13,TB 33,0,TB,
20,3331,2,11:17,,10,4,24,NYG 43,0,TB,
20,3250,1,12:55,,10,4,24,TB 46,0,TB,
20,3404,4,10:23,,2,4,32,NYG 35,0,TB,
20,3287,2,12:10,,2,4,24,NYG 46,0,TB,
20,3309,1,11:26,,10,4,24,NYG 43,0,TB,TIMEOUT
20,3380,3,11:12,,10,4,32,NYG 43,0,TB,
6,721,1,03:45,,10,1,12,TB 30,0,TB,
6,765,0,03:00,,0,1,70,NYG 15,0,TB,XPM
6,745,1,03:12,,10,1,70,TB 42,1,TB,TD
18,2948,3,04:03,,10,3,-9,TB 20,0,TB,
18,2867,0,04:19,,0,3,0,NYG 35,0,NYG,KICKOFF
18,2967,4,03:26,,19,3,-9,TB 11,0,TB,PUNT
18,2926,2,04:09,,10,3,0,TB 20,0,TB,
18,2904,1,04:14,,10,3,0,TB 20,0,TB,
1,95,3,13:49,,18,1,-2,NYG 17,0,NYG,
1,53,1,15:00,,10,1,-1,NYG 25,0,NYG,
1,119,4,13:13,,12,1,-2,NYG 23,0,NYG,PUNT
1,74,2,14:23,,11,1,-8,NYG 24,0,NYG,
1,38,0,15:00,,0,1,0,TB 35,0,TB,KICKOFF
5,576,2,06:17,,10,1,35,TB 48,0,NYG,
5,444,0,07:47,,0,1,0,TB 35,0,TB,KICKOFF
5,600,3,05:38,,2,1,39,TB 40,0,NYG,PENALTY
5,554,1,06:20,,10,1,27,TB 48,0,NYG,
5,633,1,05:33,,10,1,43,TB 36,0,NYG,
5,530,3,06:42,,8,1,27,NYG 41,0,NYG,
5,654,2,04:59,,6,1,40,TB 32,0,NYG,
5,459,1,07:47,,10,1,14,NYG 25,0,NYG,
5,675,3,04:24,,9,1,45,TB 35,0,NYG,
5,480,1,07:24,,10,1,16,NYG 39,0,NYG,
5,501,2,06:49,,8,1,16,NYG 41,0,NYG,
5,699,4,03:51,,4,1,45,TB 30,0,NYG,
13,1649,2,05:46,,5,2,20,NYG 43,0,NYG,
13,1764,2,03:25,,4,2,62,TB 14,1,NYG,TD
13,1743,1,03:57,,10,2,48,TB 20,0,NYG,
13,1695,2,05:09,,10,2,23,TB 42,0,NYG,
13,1673,1,05:14,,10,2,20,TB 42,0,NYG,
13,1625,1,06:29,,10,2,5,NYG 38,0,NYG,
13,1719,3,04:30,,7,2,42,TB 39,0,NYG,
13,1781,0,03:17,,0,2,62,TB 15,1,NYG,XP
21,3426,1,10:19,,10,4,7,NYG 35,0,NYG,
21,3469,3,09:38,,3,4,7,NYG 42,0,NYG,
21,3491,4,09:32,,3,4,7,NYG 42,0,NYG,PUNT
21,3447,2,09:43,,3,4,7,NYG 42,0,NYG,
23,3729,1,06:56,,10,4,47,TB 33,0,NYG,PENALTY
23,3705,2,07:38,,10,4,42,NYG 25,0,NYG,
23,3667,0,07:44,,0,4,0,TB 35,0,TB,KICKOFF
23,3844,2,05:19,,2,4,68,TB 10,0,NYG,
23,3924,3,03:22,,2,4,75,TB 2,1,NYG,TD
23,3958,0,03:16,,0,4,75,TB 2,0,NYG,PENALTY
23,3886,2,04:01,,5,4,73,TB 5,0,NYG,
23,3683,1,07:44,,10,4,0,NYG 25,0,NYG,
23,3774,2,06:22,,5,4,47,TB 28,0,NYG,
