drive,fds,result,penyds,ydsgained,numplays,postime
20,1,Fumble,0,14,4,1:42
21,0,Interception,0,0,1,0:06
22,1,Downs,0,40,11,2:54
23,1,End of Game,0,21,2,0:19
1,1,Fumble,0,18,7,3:12
3,0,Punt,-15,0,6,2:25
2,0,Punt,0,-9,5,1:21
5,5,Touchdown,0,75,10,3:54
4,1,Punt,-20,37,6,1:44
7,3,Touchdown,-5,70,11,3:40
6,1,Punt,-10,11,9,2:39
9,3,Field Goal,0,35,13,6:31
8,0,Punt,0,-8,5,1:49
11,0,End of Half,0,1,3,0:20
10,6,Touchdown,15,60,15,2:25
13,0,Punt,-5,-3,6,1:31
12,2,Field Goal,0,41,9,3:04
15,4,Touchdown,0,75,12,5:33
14,3,Field Goal,0,55,10,3:07
17,1,Punt,-40,46,10,3:44
16,0,Punt,0,4,5,0:59
19,7,Touchdown,0,92,17,4:49
18,1,Punt,-5,14,6,2:12
