drive,play,down,time,desc,ydstogo,qtr,ydsnet,yrdln,sp,posteam,note
9,1542,0,05:57,,0,2,80,DEN 2,1,OAK,XP
9,1461,0,07:27,,0,2,0,DEN 35,0,DEN,KICKOFF
9,1476,1,07:27,,10,2,3,OAK 20,0,OAK,
9,1500,2,06:52,,7,2,7,OAK 23,0,OAK,
9,1521,3,06:11,,3,2,80,OAK 27,1,OAK,TD
10,1667,0,03:40,,0,2,80,OAK 2,1,DEN,XP
10,1597,1,05:04,,10,2,67,OAK 19,0,DEN,
10,1558,0,05:57,,0,2,0,OAK 35,0,OAK,KICKOFF
10,1625,2,04:28,,4,2,67,OAK 13,0,DEN,
10,1646,3,03:46,,4,2,80,OAK 13,1,DEN,TD
10,1573,1,05:57,,10,2,61,DEN 20,0,DEN,
20,3712,2,04:46,,2,4,15,DEN 9,0,DEN,
20,3733,1,04:40,,10,4,18,DEN 16,0,DEN,
20,3778,1,03:16,,10,4,32,DEN 28,0,DEN,
20,3754,2,03:58,,7,4,27,DEN 19,0,DEN,
20,3799,2,02:31,,5,4,34,DEN 33,0,DEN,FUMBLE
20,3691,1,05:29,,10,4,8,DEN 1,0,DEN,
6,883,1,03:11,,20,1,12,OAK 46,0,DEN,
6,975,4,00:53,,9,1,24,OAK 35,1,DEN,FG
6,827,2,03:53,,1,1,23,50,0,DEN,
6,907,2,02:35,,21,1,19,OAK 47,0,DEN,
6,806,1,04:29,,10,1,9,DEN 41,0,DEN,
6,951,3,01:33,,19,1,24,OAK 45,0,DEN,
6,928,3,01:56,,14,1,14,OAK 40,0,DEN,PENALTY
6,851,1,03:34,,10,1,13,OAK 36,0,DEN,PENALTY
18,3269,0,11:31,,0,4,79,,0,,TIMEOUT
18,3124,0,,,0,3,4,,0,,
18,3140,2,15:00,,6,4,9,DEN 24,0,DEN,
18,3227,1,12:58,,10,4,60,OAK 33,0,DEN,
18,3081,0,00:17,,0,3,0,OAK 35,0,OAK,KICKOFF
18,3203,2,13:38,,7,4,47,DEN 35,0,DEN,
18,3161,3,14:32,,1,4,12,DEN 29,0,DEN,
18,3248,1,12:19,,10,4,79,OAK 20,0,DEN,
18,3286,1,11:31,,1,4,80,OAK 1,1,DEN,TD
18,3304,0,11:27,,0,4,80,OAK 2,1,DEN,XP
18,3097,1,00:17,,10,3,4,DEN 20,0,DEN,
18,3182,1,14:06,,10,4,15,DEN 32,0,DEN,
1,81,2,14:51,,10,1,4,OAK 14,0,OAK,
1,37,0,15:00,,0,1,0,DEN 35,0,DEN,KICKOFF
1,124,4,14:04,,6,1,4,OAK 18,0,OAK,PUNT
1,59,1,14:56,,10,1,0,OAK 14,0,OAK,
1,102,3,14:11,,6,1,4,OAK 18,0,OAK,
5,777,4,04:44,,4,1,6,OAK 15,0,OAK,PUNT
5,711,1,06:43,,10,1,1,OAK 9,0,OAK,
5,732,2,06:03,,9,1,0,OAK 10,0,OAK,
5,753,3,05:22,,10,1,6,OAK 9,0,OAK,
13,2160,0,,,0,2,19,,0,,
13,2059,1,00:19,,10,2,14,OAK 20,0,OAK,
13,2044,0,00:19,,0,2,0,DEN 35,0,DEN,KICKOFF
13,2124,0,00:05,,0,2,30,,0,,TIMEOUT
13,2141,1,00:05,,10,2,19,50,0,OAK,
13,2100,1,00:11,,10,2,30,OAK 34,0,OAK,
13,2083,0,00:11,,0,2,14,,0,,TIMEOUT
21,3844,1,02:19,,10,4,0,DEN 20,0,OAK,
21,3873,2,02:19,,10,4,19,DEN 20,0,OAK,
21,3953,2,01:22,,1,4,20,DEN 1,1,OAK,TD
21,3971,0,01:15,,0,4,20,DEN 2,1,OAK,XP
21,3914,1,02:00,,1,4,19,DEN 1,0,OAK,
21,3897,0,02:00,,0,4,19,,0,,
11,1795,0,01:57,,0,2,-3,,0,,
11,1698,1,03:40,,10,2,-10,OAK 20,0,OAK,PENALTY
11,1755,2,02:41,,16,2,3,OAK 14,0,OAK,
11,1683,0,03:40,,0,2,0,DEN 35,0,DEN,KICKOFF
11,1812,4,01:57,,13,2,-3,OAK 17,0,OAK,PUNT
11,1776,3,02:03,,7,2,-3,OAK 23,0,OAK,
11,1733,1,03:19,,20,2,-6,OAK 10,0,OAK,
14,2334,1,11:39,,10,3,36,OAK 38,0,DEN,FUMBLE
14,2384,3,10:26,,6,3,50,OAK 34,0,DEN,
14,2408,1,09:38,,10,3,55,OAK 26,0,DEN,
14,2451,3,08:51,,5,3,55,OAK 21,0,DEN,
14,2244,1,13:41,,10,3,14,DEN 34,0,DEN,
14,2177,0,15:00,,0,3,0,OAK 35,0,OAK,KICKOFF
14,2473,4,08:46,,5,3,55,OAK 21,1,DEN,FG
14,2289,1,12:35,,10,3,32,OAK 49,0,DEN,
14,2220,2,14:18,,10,3,10,DEN 24,0,DEN,
14,2429,2,08:56,,5,3,55,OAK 21,0,DEN,
14,2313,2,12:09,,5,3,38,OAK 44,0,DEN,
14,2360,2,11:12,,12,3,42,OAK 40,0,DEN,
14,2265,2,13:06,,6,3,27,DEN 38,0,DEN,
14,2199,1,14:56,,10,3,0,DEN 24,0,DEN,
8,1403,2,08:18,,4,2,68,OAK 17,0,DEN,
8,1244,2,11:41,,3,2,19,DEN 27,0,DEN,
8,1316,2,10:25,,1,2,41,OAK 40,0,DEN,
8,1337,1,09:55,,10,2,47,OAK 39,0,DEN,
8,1292,1,10:42,,10,2,40,OAK 49,0,DEN,
8,1445,0,07:27,,0,2,80,OAK 2,1,DEN,XP
8,1382,1,08:50,,10,2,63,OAK 23,0,DEN,
8,1358,2,09:17,,4,2,57,OAK 33,0,DEN,
8,1424,1,07:32,,10,2,80,OAK 12,1,DEN,TD
8,1268,1,11:09,,10,2,31,DEN 39,0,DEN,
8,1223,1,12:02,,10,2,7,DEN 20,0,DEN,
19,3402,3,10:12,,7,4,19,OAK 24,0,OAK,
19,3385,0,10:12,,0,4,3,,0,,TIMEOUT
19,3566,2,06:26,,6,4,71,DEN 6,0,OAK,TIMEOUT
19,3472,3,08:43,,3,4,43,OAK 47,0,OAK,
19,3651,0,05:33,,0,4,78,,0,,TIMEOUT
19,3496,1,08:02,,10,4,45,DEN 36,0,OAK,
19,3320,0,11:27,,0,4,0,DEN 35,0,DEN,KICKOFF
19,3520,2,07:24,,8,4,73,DEN 34,0,OAK,
19,3668,4,05:33,,1,4,78,DEN 1,0,OAK,
19,3361,2,10:48,,16,4,3,OAK 15,0,OAK,
19,3448,2,09:29,,10,4,26,OAK 40,0,OAK,
19,3627,3,06:09,,8,4,78,DEN 8,0,OAK,
19,3426,1,09:37,,10,4,19,OAK 40,0,OAK,
19,3544,1,06:33,,6,4,73,DEN 6,0,OAK,
19,3342,1,11:21,,10,4,-6,OAK 21,0,OAK,
22,4015,1,01:13,,10,4,-1,OAK 45,0,DEN,
22,3992,0,01:15,,0,4,0,OAK 35,0,OAK,KICKOFF
22,4057,0,00:00,,0,4,-2,,0,,
22,4036,2,00:39,,11,4,-2,OAK 46,0,DEN,
12,1938,2,00:48,,7,2,43,OAK 24,0,DEN,
12,1900,1,00:54,,10,2,37,OAK 27,0,DEN,
12,2002,3,00:30,,6,2,38,OAK 23,0,DEN,
12,1876,1,01:17,,10,2,34,OAK 37,0,DEN,
12,1852,2,01:44,,6,2,24,DEN 43,0,DEN,
12,1962,3,00:31,,1,2,38,OAK 18,0,DEN,PENALTY
12,1985,0,00:30,,0,2,38,,0,,TIMEOUT
12,1921,0,00:48,,0,2,37,,0,,TIMEOUT
