drive,fds,result,penyds,ydsgained,numplays,postime
9,0,End of Half,0,9,3,1:14
18,4,Field Goal,0,63,14,1:38
6,0,Punt,0,-1,4,1:08
14,0,Field Goal,0,5,5,1:00
7,7,Touchdown,15,74,14,6:17
8,3,Interception,0,45,11,2:31
10,4,Field Goal,0,76,17,7:06
12,1,Touchdown,-25,69,6,1:44
16,6,Touchdown,0,69,14,7:29
11,0,Punt,0,-4,5,1:32
3,4,Touchdown,10,46,9,3:26
17,2,Punt,0,40,14,2:18
4,3,Punt,9,34,15,5:13
2,1,Punt,-10,20,8,3:06
1,5,Touchdown,0,80,14,5:35
5,0,Punt,0,2,4,1:30
13,3,Interception,-5,32,9,4:28
15,1,Punt,0,12,7,2:45
