drive,fds,result,penyds,ydsgained,numplays,postime
20,1,Punt,-10,18,10,1:51
21,1,Interception,0,19,5,1:03
22,0,End of Game,0,-3,4,1:52
1,4,Field Goal,0,73,13,5:23
3,2,Punt,-5,30,11,5:33
2,0,Punt,-5,14,6,2:23
5,1,Punt,-5,42,6,2:52
4,4,Touchdown,0,99,11,4:06
7,0,Punt,0,-1,5,1:36
6,2,Punt,5,21,10,4:34
9,0,Punt,0,4,4,0:23
8,2,Punt,5,17,8,2:37
11,0,Punt,0,2,5,1:27
10,2,End of Half,-11,42,8,0:33
13,2,Punt,0,39,7,3:35
12,0,Punt,0,7,4,1:23
15,2,Punt,15,18,8,2:16
14,5,Field Goal,-10,65,17,8:15
17,0,Punt,0,2,4,0:51
16,0,Punt,0,9,4,1:21
19,2,Punt,0,23,8,2:06
18,3,Field Goal,0,36,10,4:00
