drive,fds,result,penyds,ydsgained,numplays,postime
2,2,Punt,0,38,10,3:01
8,0,Interception,-5,-5,3,1:08
1,5,Field Goal,0,77,13,7:10
9,1,Fumble,0,36,5,2:24
6,0,Punt,0,-1,4,1:27
14,2,Field Goal,-11,40,10,4:35
7,1,Punt,0,32,6,2:35
5,0,Punt,0,9,5,1:08
4,2,Field Goal,0,35,12,4:28
20,3,End of Game,0,45,10,2:35
12,0,End of Half,0,3,2,0:43
3,5,Touchdown,0,87,11,4:45
13,0,Punt,0,-12,5,1:42
15,0,Punt,0,7,5,1:12
11,1,Punt,0,25,7,1:04
16,0,Punt,0,8,4,1:45
19,3,Downs,-5,46,13,8:25
17,4,Interception,-5,63,17,5:39
10,1,Touchdown,0,4,2,0:07
18,3,Downs,-10,57,15,4:07
