drive,fds,result,penyds,ydsgained,numplays,postime
9,3,Field Goal,39,32,11,1:28
10,0,Punt,0,9,5,1:40
20,0,Downs,0,8,5,1:47
6,5,Touchdown,5,70,14,5:40
18,0,Punt,0,-24,5,1:45
1,5,Touchdown,0,75,11,5:35
5,3,Touchdown,0,75,8,2:18
13,0,Field Goal,0,9,4,1:20
21,1,Downs,0,11,6,2:49
11,3,Field Goal,0,54,11,5:57
14,1,Interception,0,19,6,2:29
8,0,Punt,0,0,7,0:22
19,2,Field Goal,5,65,14,4:06
22,0,End of Game,0,-1,2,0:38
12,0,Interception,0,8,3,0:35
16,0,Punt,0,0,4,2:11
7,3,Field Goal,10,65,14,5:22
3,0,Punt,0,4,4,1:37
17,0,Punt,0,9,4,1:41
4,3,Touchdown,0,53,9,3:34
2,2,Punt,0,37,9,4:04
15,1,Downs,0,21,7,3:02
