drive,fds,result,penyds,ydsgained,numplays,postime
9,0,Field Goal,0,4,4,2:03
24,0,Downs,0,4,6,1:07
10,3,Interception,9,63,9,1:26
20,0,Punt,0,-6,5,2:13
6,0,Interception,0,0,3,1:27
18,6,Touchdown,0,88,11,5:27
26,0,End of Game,0,-2,4,1:33
25,1,Downs,0,40,7,0:50
1,3,Downs,0,56,12,5:52
5,0,Punt,0,9,5,2:04
13,0,Punt,5,-3,7,2:05
21,1,Punt,18,3,8,2:44
23,0,Punt,0,-15,5,1:31
11,2,Touchdown,6,4,6,1:30
14,1,Field Goal,0,56,5,1:41
8,1,Fumble,0,12,4,0:57
19,4,Touchdown,24,57,10,2:23
22,4,Touchdown,0,92,8,2:54
12,0,End of Half,0,0,2,0:05
16,0,Punt,-5,7,5,2:25
7,3,Touchdown,5,29,10,4:00
3,5,Touchdown,0,70,12,5:11
17,0,Punt,-10,19,5,2:07
4,3,Field Goal,0,44,13,4:25
2,0,Punt,0,3,4,1:00
15,0,Punt,0,3,5,1:00
