drive,fds,result,penyds,ydsgained,numplays,postime
11,4,Field Goal,15,66,16,2:03
10,1,Punt,-15,23,5,1:25
13,0,Punt,0,3,5,1:35
12,0,End of Half,0,0,2,0:03
15,2,Punt,0,27,7,2:10
14,3,Missed FG,0,44,11,3:57
17,4,Field Goal,-10,86,17,6:09
16,7,Touchdown,-10,103,18,8:16
19,2,Downs,5,16,12,2:10
18,5,Touchdown,0,80,12,4:34
20,0,End of Game,0,-2,5,1:09
1,3,Missed FG,0,45,10,3:28
3,2,Fumble,-5,62,11,5:17
2,4,Touchdown,-5,68,10,4:42
5,0,Punt,0,8,4,1:29
4,2,Punt,-10,34,11,3:20
7,0,Interception,0,3,2,0:52
6,0,Fumble,0,16,2,0:54
9,1,Punt,-20,23,11,3:22
8,4,Touchdown,0,80,9,3:05
