drive,fds,result,penyds,ydsgained,numplays,postime
6,0,Punt,-10,8,5,1:54
10,1,Fumble,0,8,4,1:10
5,2,Punt,0,22,11,4:23
11,2,Touchdown,0,55,7,3:10
20,5,End of Game,0,63,8,1:50
3,0,Punt,0,2,5,2:06
7,3,Touchdown,15,37,8,2:25
12,4,Field Goal,0,47,16,6:17
19,3,Touchdown,-1,44,16,3:23
14,0,Punt,-15,14,7,2:40
9,1,End of Half,0,27,6,0:26
15,2,Punt,0,29,7,4:19
8,4,Touchdown,5,75,13,5:14
4,2,Field Goal,0,36,9,4:16
1,0,Punt,-10,8,6,2:54
2,6,Touchdown,5,88,15,6:22
13,0,Punt,0,0,5,2:22
17,1,Touchdown,0,13,5,1:10
16,0,Interception,0,0,1,0:07
18,5,Touchdown,0,65,11,3:32
