drive,fds,result,penyds,ydsgained,numplays,postime
24,0,Downs,0,9,5,0:27
20,0,Punt,0,-11,5,2:23
21,3,Fumble,-10,44,8,2:10
22,0,Punt,5,4,8,0:32
23,4,Field Goal,0,56,12,2:36
1,5,Touchdown,-15,90,16,7:00
3,6,Field Goal,5,70,21,10:03
2,1,Punt,0,21,7,2:22
5,0,Field Goal,0,0,4,2:08
4,1,Punt,0,17,8,2:47
7,0,Punt,0,9,4,1:11
6,0,Punt,0,8,5,2:12
9,0,End of Half,-5,13,7,1:05
8,0,Punt,0,5,5,1:12
11,1,Field Goal,0,51,5,2:10
10,0,Punt,-5,4,6,2:09
13,0,Field Goal,0,7,4,2:00
12,1,Fumble,0,13,5,1:26
15,3,Field Goal,25,25,10,2:51
14,0,Punt,0,5,5,0:53
17,1,Punt,0,16,7,3:05
16,2,Missed FG,-10,47,9,3:22
19,4,Touchdown,-15,66,16,3:51
18,0,Safety,-3,0,1,0:05
