drive,fds,result,penyds,ydsgained,numplays,postime
24,1,End of Game,0,17,7,3:18
20,2,Punt,-10,41,11,5:08
21,0,Punt,0,-12,4,1:35
22,1,Fumble,0,28,5,3:11
23,0,Punt,0,5,4,1:52
1,0,Punt,0,6,5,1:27
3,2,Punt,0,57,8,4:49
2,1,Punt,-10,16,9,2:53
5,4,Touchdown,0,50,9,3:30
4,2,Punt,5,16,8,3:14
7,3,Field Goal,0,72,9,5:02
6,1,Punt,-10,15,9,3:17
9,0,Interception,0,0,1,0:08
8,2,Punt,0,19,12,3:48
11,4,Touchdown,5,75,11,0:51
10,0,Interception,0,5,4,0:55
13,0,Fumble,0,6,2,0:11
12,0,End of Half,0,-1,3,0:06
15,2,Fumble,-5,32,10,4:28
14,2,Touchdown,0,28,3,0:47
17,0,Punt,-5,7,7,2:05
16,4,Touchdown,10,70,12,3:03
19,3,Downs,54,24,12,3:01
18,1,Fumble,15,-19,4,1:21
