drive,play,down,time,desc,ydstogo,qtr,ydsnet,yrdln,sp,posteam,note
9,1218,0,10:25,"R.Aguayo kicks 65 yards from TB 35 to end zone, Touchback.",0,2,0,TB 35,0,TB,
9,1237,1,10:25,(10:25) T.Coleman left end to ATL 25 for no gain (Da.Smith).,10,2,0,ATL 25,0,ATL,
9,1327,2,07:46,(7:46) (Shotgun) T.Coleman left end to TB 44 for 4 yards (Da.Smith).,13,2,31,TB 48,0,ATL,
9,1258,2,09:47,"(9:47) M.Ryan pass short left to J.Jones to ATL 39 for 14 yards (C.Conte, K.Alexander).",10,2,14,ATL 25,0,ATL,
9,1282,1,09:10,(9:10) M.Ryan pass short right to T.Coleman to TB 45 for 16 yards (K.Alexander).,10,2,30,ATL 39,0,ATL,
9,1306,1,08:29,(8:29) D.Freeman right end to TB 48 for -3 yards (L.David).,10,2,27,TB 45,0,ATL,
9,1370,4,07:03,"(7:03) M.Bosher punts 35 yards to TB 9, Center-J.Harris, fair catch by A.Humphries.",9,2,31,TB 44,0,ATL,
9,1348,3,07:07,(7:07) (Shotgun) M.Ryan pass incomplete short right to J.Hardy (B.Grimes) [K.Alexander].,9,2,31,TB 44,0,ATL,
1,58,1,14:55,(14:55) D.Freeman right tackle to ATL 20 for 1 yard (K.Alexander).,10,1,1,ATL 19,0,ATL,
1,79,2,14:20,(14:20) (Shotgun) D.Freeman right guard to ATL 20 for no gain (R.Ayers).,9,1,1,ATL 20,0,ATL,
1,124,4,13:04,"(13:04) M.Bosher punts 34 yards to TB 38, Center-J.Harris, downed by ATL-E.Weems.",1,1,9,ATL 28,0,ATL,
1,100,3,13:40,(13:40) (Shotgun) M.Ryan pass short left to P.DiMarco to ATL 28 for 8 yards (L.David).,9,1,9,ATL 20,0,ATL,
1,36,0,15:00,R.Aguayo kicks 72 yards from TB 35 to ATL -7. E.Weems to ATL 19 for 26 yards (C.Conte).,0,1,0,TB 35,0,TB,
22,3690,0,03:04,Timeout #2 by ATL at 03:04.,0,4,25,,0,,
22,3666,3,03:10,(3:10) (Shotgun) J.Winston pass short right to C.Sims to TB 42 for 5 yards (D.Trufant).,3,4,25,TB 37,0,TB,
22,3628,2,03:14,(3:14) D.Martin right tackle to TB 37 for no gain (D.Shelby).,3,4,20,TB 37,0,TB,
22,3560,1,04:50,"(4:50) D.Martin left tackle to TB 26 for 9 yards (R.Allen, K.Ishmael).",10,4,9,TB 17,0,TB,
22,3728,2,02:27,(2:27) D.Martin right tackle to TB 47 for 3 yards (D.Jones).,8,4,30,TB 44,0,TB,
22,3538,0,04:55,M.Bosher kicks 60 yards from ATL 35 to TB 5. A.Humphries to TB 17 for 12 yards (E.Weems).,0,4,0,ATL 35,0,ATL,
22,3753,0,02:23,Timeout #3 by ATL at 02:23.,0,4,30,,0,,
22,3770,3,02:23,(2:23) (Shotgun) J.Winston right tackle to 50 for 3 yards (D.Campbell).,5,4,33,TB 47,0,TB,
22,3808,4,02:00,"(2:00) B.Anger punts 41 yards to ATL 9, Center-A.DePaola, fair catch by E.Weems.",2,4,33,50,0,TB,
22,3649,0,03:10,Timeout #1 by ATL at 03:10.,0,4,20,,0,,
22,3602,1,03:22,(3:22) A.Humphries right end pushed ob at TB 37 for 7 yards (R.Allen; R.Alford).,10,4,20,TB 30,0,TB,
22,3707,1,03:04,(3:04) C.Sims left end to TB 44 for 2 yards (J.Babineaux). ATL-B.Reed was injured during the play.,10,4,27,TB 42,0,TB,
22,3581,2,04:06,(4:06) D.Martin right guard to TB 30 for 4 yards (D.Trufant).,1,4,13,TB 26,0,TB,
22,3791,0,02:00,Two-Minute Warning,0,4,33,,0,,
12,1875,1,00:59,(:59) (Shotgun) J.Winston pass incomplete deep right to V.Jackson.,10,2,34,ATL 41,0,TB,
12,1751,2,01:40,(1:40) (Shotgun) J.Winston pass short right to C.Brate pushed ob at TB 31 for 6 yards (K.Ishmael).,10,2,6,TB 25,0,TB,
12,1943,1,00:29,(:29) (No Huddle) J.Winston pass short right to V.Jackson ran ob at ATL 23 for 7 yards (D.Trufant).,10,2,52,ATL 30,0,TB,
12,1858,0,00:59,Timeout #2 by TB at 00:59.,0,2,34,,0,,
12,1710,0,01:45,"M.Bosher kicks 65 yards from ATL 35 to end zone, Touchback.",0,2,0,ATL 35,0,ATL,
12,1834,2,01:07,"(1:07) (No Huddle, Shotgun) J.Winston pass short middle to C.Sims to ATL 41 for 4 yards (K.Ishmael).",3,2,34,ATL 45,0,TB,
12,1775,3,01:33,"(1:33) (Shotgun) J.Winston pass short right to C.Brate pushed ob at TB 48 for 17 yards (D.Campbell). Penalty on ATL-A.Clayborn, Defensive Offside, declined.",4,2,23,TB 31,0,TB,
12,1984,2,00:24,"(:24) (Shotgun) J.Winston pass short right to C.Sims for 23 yards, TOUCHDOWN.",3,2,75,ATL 23,1,TB,
12,2004,0,00:14,"R.Aguayo extra point is GOOD, Center-A.DePaola, Holder-B.Anger.",0,2,75,ATL 15,1,TB,
12,1919,3,00:48,(:48) (Shotgun) J.Winston pass short right to V.Jackson to ATL 30 for 11 yards (D.Trufant) [A.Clayborn].,10,2,45,ATL 41,0,TB,
12,1967,0,00:25,Timeout #1 by ATL at 00:25.,0,2,52,,0,,
12,1897,2,00:52,(:52) (Shotgun) J.Winston pass incomplete short middle to V.Jackson.,10,2,34,ATL 41,0,TB,
12,1729,1,01:45,(1:45) (Shotgun) J.Winston pass incomplete short left to A.Humphries [D.Freeney].,10,2,0,TB 25,0,TB,
12,1810,1,01:28,(1:28) (Shotgun) J.Winston pass short right to C.Brate to ATL 45 for 7 yards (D.Campbell).,10,2,30,TB 48,0,TB,
4,478,1,07:08,(7:08) D.Martin left guard to TB 25 for no gain (P.Wheeler).,10,1,0,TB 25,0,TB,
