drive,fds,result,penyds,ydsgained,numplays,postime
20,5,Touchdown,40,37,11,3:10
21,3,Field Goal,0,34,16,4:54
1,2,Punt,-5,36,9,2:47
3,0,Punt,0,7,4,1:24
2,1,Punt,0,22,7,2:23
5,2,Interception,0,31,4,2:11
4,0,Punt,0,6,4,1:24
7,3,Field Goal,-5,48,12,5:45
6,3,Missed FG,0,43,14,5:29
9,2,Interception,0,27,6,3:09
8,0,Punt,0,7,5,1:16
11,4,Field Goal,5,42,12,1:48
10,3,Touchdown,0,44,7,2:24
13,3,Touchdown,-10,63,8,3:34
12,0,Punt,-13,-2,5,1:18
15,5,Touchdown,-10,76,11,4:52
14,0,Punt,0,6,6,1:22
17,0,Punt,-10,12,6,1:19
16,3,Touchdown,5,60,10,3:22
19,2,Field Goal,0,58,8,3:10
18,2,Field Goal,-5,33,8,2:59
