drive,fds,result,penyds,ydsgained,numplays,postime
9,1,Missed FG,0,58,6,0:53
24,0,End of Game,0,-1,3,0:11
10,0,Punt,0,-1,4,1:00
20,3,Field Goal,0,56,13,6:54
6,1,Touchdown,0,25,5,1:19
18,0,Punt,0,8,7,1:18
1,0,Punt,-5,6,6,1:36
5,0,Punt,-5,-3,5,0:52
13,0,End of Half,0,7,4,0:23
21,2,Interception,0,25,9,1:58
23,0,Interception,0,9,3,0:33
11,2,Touchdown,0,60,4,1:26
14,1,Fumble,5,-2,4,0:50
8,5,Touchdown,11,59,17,6:21
19,4,Interception,15,43,10,4:09
22,0,Punt,0,5,7,1:07
12,4,Field Goal,0,70,21,9:16
16,4,Field Goal,-10,76,17,8:19
7,0,Punt,0,1,5,1:24
3,1,Punt,0,15,6,2:52
17,5,Touchdown,0,77,14,3:52
4,0,Punt,0,0,4,1:36
2,0,Punt,0,0,4,1:02
15,0,Field Goal,0,2,4,0:49
