drive,fds,result,penyds,ydsgained,numplays,postime
11,2,Field Goal,0,39,9,4:57
10,0,Punt,-5,14,5,2:13
13,4,Touchdown,0,91,10,4:31
12,0,Punt,0,6,5,1:08
15,4,Touchdown,0,58,9,3:55
14,0,Punt,0,-13,5,1:48
17,1,Blocked Punt,0,29,8,3:43
16,0,Punt,0,0,5,0:33
19,0,End of Game,0,-2,3,0:44
18,2,Downs,0,25,10,2:43
1,1,Punt,-5,14,9,2:39
3,5,Field Goal,0,71,15,7:02
2,4,Touchdown,0,63,11,5:13
5,0,Punt,0,4,4,1:36
4,0,Punt,0,0,6,2:14
7,5,Touchdown,0,92,14,4:15
6,6,Touchdown,18,62,17,6:42
9,2,Punt,0,32,8,3:45
8,0,End of Half,0,-1,3,0:19
