drive,fds,result,penyds,ydsgained,numplays,postime
15,5,Touchdown,5,82,17,5:41
10,0,Punt,0,9,5,2:11
6,0,Punt,0,-2,5,1:05
14,1,Punt,-5,12,8,2:54
16,1,Downs,0,22,7,1:14
7,0,Punt,-20,10,9,0:33
2,5,Missed FG,-10,67,17,7:13
13,3,Field Goal,-10,44,16,6:37
4,2,Punt,0,20,9,4:08
12,0,Punt,0,2,4,1:40
8,2,Field Goal,0,25,8,1:10
1,6,Interception,-10,91,16,8:32
18,1,End of Game,0,20,5,1:09
17,0,Downs,0,9,5,1:34
5,0,Punt,-10,1,5,2:30
3,2,Punt,-5,19,9,4:49
11,0,Punt,0,4,4,1:01
9,5,Touchdown,5,72,14,5:59
