drive,fds,result,penyds,ydsgained,numplays,postime
24,0,Punt,0,7,4,0:55
25,0,Punt,0,4,4,1:32
26,7,Touchdown,20,66,19,3:50
27,0,End of Game,0,-3,5,1:29
20,4,Field Goal,0,60,10,2:13
21,2,Touchdown,0,80,6,1:31
22,1,Interception,0,11,5,0:54
23,1,Punt,0,15,5,1:40
1,0,Interception,5,3,6,0:58
3,3,Fumble,0,54,8,4:36
2,0,Punt,0,0,4,1:25
5,5,Touchdown,5,77,9,3:48
4,0,Punt,0,-1,4,1:52
7,2,Interception,0,22,9,3:54
6,4,Touchdown,15,56,8,2:26
9,3,Punt,-9,33,13,5:20
8,1,Touchdown,0,4,2,0:05
11,0,Fumble,-5,6,5,0:16
10,3,Touchdown,0,99,6,2:25
13,1,Punt,0,24,9,1:29
12,1,Touchdown,0,22,4,0:47
15,0,Punt,-5,14,6,1:58
14,0,End of Half,0,-1,2,0:39
17,3,Touchdown,-15,47,8,3:47
16,1,Interception,0,17,6,2:48
19,0,Punt,0,9,5,1:52
18,2,Punt,-15,56,13,5:31
