drive,fds,result,penyds,ydsgained,numplays,postime
9,1,Interception,0,14,3,0:56
10,1,Punt,-20,27,9,4:34
20,0,Fumble,0,-5,3,0:30
6,0,Punt,0,7,4,2:06
18,0,Punt,0,2,4,0:57
1,1,Punt,0,10,8,2:25
5,0,Punt,-10,14,5,1:40
13,3,Field Goal,0,51,12,4:22
21,1,Downs,0,24,9,1:04
11,4,Touchdown,0,69,11,2:39
14,6,Field Goal,10,56,20,8:32
8,1,Punt,0,21,8,3:57
19,1,Field Goal,0,33,7,3:47
22,0,End of Game,0,-1,2,0:25
12,3,Field Goal,0,43,15,1:17
16,2,Interception,0,50,7,2:30
7,4,Touchdown,0,39,10,4:20
3,1,Fumble,0,23,6,1:30
17,2,Punt,0,34,10,5:38
4,1,Fumble,-10,8,6,3:29
2,1,Touchdown,0,56,4,1:07
15,2,Punt,-16,29,8,2:15
