drive,fds,result,penyds,ydsgained,numplays,postime
9,2,Punt,-10,44,14,2:15
10,1,Punt,15,5,8,3:45
20,0,End of Half,0,-1,3,0:02
6,2,Punt,5,22,9,3:18
18,1,Field Goal,0,45,9,1:07
1,1,Punt,5,15,9,2:30
5,1,Punt,9,3,5,0:48
13,0,Punt,5,-5,6,1:44
21,4,Touchdown,-10,90,12,4:01
11,5,Touchdown,4,91,9,2:39
14,1,Interception,0,35,6,2:33
8,3,Punt,-15,55,14,6:46
19,4,Field Goal,15,39,17,1:44
12,5,Touchdown,5,75,13,6:32
16,4,Field Goal,0,67,11,3:30
7,6,Touchdown,0,80,15,4:17
3,1,Punt,-5,30,9,2:49
17,3,Field Goal,0,57,11,4:29
4,0,Punt,0,6,4,1:31
2,5,Touchdown,0,93,13,5:46
15,1,Touchdown,0,24,5,1:55
