drive,fds,result,penyds,ydsgained,numplays,postime
9,2,Punt,-3,27,7,2:38
10,0,Interception,0,0,1,0:11
20,2,Field Goal,-5,62,10,3:46
6,5,Touchdown,15,60,11,3:04
18,1,Punt,0,20,7,2:27
1,5,Touchdown,0,75,11,4:58
5,5,Touchdown,-1,88,9,2:51
13,0,End of Half,0,-1,3,0:14
21,0,Interception,0,4,4,1:14
23,2,End of Game,0,59,15,2:45
11,1,Field Goal,0,10,10,0:52
14,5,Touchdown,0,75,11,2:41
8,0,Punt,0,5,4,1:38
19,3,Touchdown,5,75,9,2:59
22,5,Touchdown,6,69,14,2:06
12,4,Touchdown,0,75,10,1:18
16,2,Fumble,5,11,9,2:57
7,2,Punt,-4,23,10,4:23
3,3,Field Goal,-20,55,12,4:44
17,0,Punt,0,8,5,2:14
4,0,Punt,0,7,5,2:02
2,0,Punt,0,4,5,1:07
15,8,Touchdown,17,58,19,6:51
