drive,fds,result,penyds,ydsgained,numplays,postime
9,3,Field Goal,0,52,12,3:23
10,0,End of Half,0,8,4,0:58
20,4,Field Goal,-5,73,13,4:27
6,4,Field Goal,-1,67,19,8:18
18,5,Interception,5,58,12,5:26
1,1,Blocked FG,0,50,8,2:27
5,2,Interception,-5,26,9,3:26
13,3,Field Goal,5,53,12,4:21
21,3,Touchdown,0,80,7,1:35
11,1,Punt,0,6,6,2:36
14,0,Punt,0,5,5,0:43
8,1,Fumble,23,12,3,0:56
19,1,Punt,0,11,6,1:55
22,1,End of Game,0,33,9,2:19
12,0,Interception,0,0,1,0:08
16,3,Touchdown,0,95,9,3:32
7,0,Punt,-5,1,6,1:11
3,3,Punt,-10,56,13,5:21
17,0,Punt,0,2,5,1:36
4,0,Punt,0,0,4,1:34
2,0,Punt,-5,3,5,2:26
15,1,Punt,0,12,6,1:22
