drive,fds,result,penyds,ydsgained,numplays,postime
20,1,Downs,0,22,7,1:12
21,0,End of Game,0,-1,4,1:39
1,0,Punt,-5,13,6,2:06
3,5,Touchdown,0,95,15,6:29
2,2,Punt,0,43,9,4:12
5,2,Missed FG,0,55,12,3:19
4,4,Field Goal,5,41,17,6:25
7,0,Punt,0,5,4,1:26
6,2,Downs,40,24,7,2:54
9,3,Missed FG,5,56,15,2:08
8,0,Punt,0,6,4,1:01
11,0,Punt,-15,15,5,1:52
10,2,Fumble,0,23,8,3:36
13,2,Field Goal,0,17,11,3:25
12,0,Punt,0,3,4,0:57
15,0,Punt,0,-9,6,1:16
14,3,Field Goal,5,57,12,4:33
17,6,Touchdown,0,91,14,6:37
16,1,Punt,-10,20,8,2:50
19,0,Punt,0,-1,8,0:52
18,1,Interception,0,13,5,1:11
