drive,fds,result,penyds,ydsgained,numplays,postime
9,0,Field Goal,0,2,4,0:56
24,0,End of Game,0,-1,2,0:05
10,6,Touchdown,0,75,18,7:34
20,0,Punt,0,8,4,1:45
6,4,Touchdown,0,79,12,3:57
18,0,Punt,0,3,4,1:03
1,1,Punt,0,4,8,2:56
5,0,Interception,0,0,1,0:11
13,3,Missed FG,5,45,16,5:06
21,2,Fumble,5,28,4,1:31
23,2,Downs,0,55,9,1:04
11,0,Punt,0,1,6,0:27
14,2,Field Goal,0,43,9,4:13
8,1,Interception,0,15,4,2:01
19,3,Interception,-10,38,13,4:46
22,0,Field Goal,-5,8,8,1:37
12,3,Field Goal,-5,51,12,1:28
16,0,Punt,-10,8,6,2:20
7,0,Punt,0,3,5,1:47
3,2,Punt,5,24,10,4:16
17,0,Punt,0,5,4,1:37
4,0,Punt,0,9,4,1:43
2,3,Fumble,0,61,7,2:44
15,4,Interception,5,52,13,4:53
