drive,fds,result,penyds,ydsgained,numplays,postime
20,2,Field Goal,0,32,7,4:16
21,3,Downs,0,45,9,0:46
22,0,End of Game,0,-1,5,1:27
1,0,Punt,0,4,5,1:37
3,2,Punt,-8,34,10,5:02
2,3,Punt,0,51,10,4:19
5,4,Punt,5,30,11,4:55
4,3,Touchdown,0,88,7,2:10
7,2,Field Goal,0,32,11,4:19
6,0,Interception,0,0,1,0:08
9,1,Punt,-5,15,9,1:12
8,4,Field Goal,-5,76,17,5:43
11,3,Interception,0,79,9,4:02
10,0,End of Half,0,2,1,0:35
13,3,Field Goal,9,33,8,2:46
12,3,Downs,0,44,10,4:15
15,0,Punt,0,6,5,1:10
14,4,Field Goal,15,53,14,3:37
17,2,Punt,-10,30,10,2:15
16,0,Fumble,0,-2,3,1:23
19,0,Punt,-1,4,5,1:01
18,1,Punt,0,25,6,3:02
