drive,fds,result,penyds,ydsgained,numplays,postime
9,0,Punt,0,-1,4,1:34
18,4,Field Goal,0,53,13,5:37
6,3,Punt,0,23,9,3:35
14,1,Touchdown,0,6,2,0:06
7,1,Punt,0,23,7,2:24
8,0,Punt,0,3,4,1:37
10,2,Punt,0,28,13,4:43
19,3,Field Goal,0,52,8,1:44
12,1,Punt,-5,15,9,2:56
16,4,Touchdown,-10,85,12,4:03
11,3,Field Goal,0,74,11,0:55
3,0,Punt,0,8,4,1:33
17,1,Punt,0,18,8,1:39
4,3,Punt,0,32,12,6:19
2,4,Interception,-15,66,9,4:00
1,0,Punt,0,-9,6,1:34
5,0,Punt,0,4,5,1:46
13,0,Fumble,0,-15,3,1:25
15,4,Field Goal,0,71,14,6:13
20,4,End of Game,-5,53,22,6:17
