drive,play,down,time,desc,ydstogo,qtr,ydsnet,yrdln,sp,posteam,note
9,2057,1,00:21,,10,2,43,SD 18,0,NE,
9,2079,2,00:18,,10,2,43,SD 18,0,NE,INT
9,2000,1,00:50,,10,2,29,SD 49,0,NE,PENALTY
9,1933,1,01:32,,10,2,1,NE 39,0,NE,
9,1976,3,01:09,,9,2,12,NE 40,0,NE,
9,1954,2,01:14,,9,2,1,NE 40,0,NE,
9,2033,1,00:44,,10,2,43,SD 32,0,NE,
24,3909,0,01:59,,0,4,0,,0,,
24,3950,3,01:54,,2,4,5,SD 28,0,SD,
24,3974,4,01:24,,5,4,9,SD 25,0,SD,
24,3926,2,01:59,,10,4,8,SD 20,0,SD,
24,3887,1,02:05,,10,4,0,SD 20,0,SD,
10,2105,1,00:10,,10,2,-1,SD 4,0,SD,
10,2125,0,,,0,2,-1,,0,,
20,3369,2,09:54,,6,4,4,SD 17,0,SD,
20,3393,3,09:12,,6,4,4,SD 17,0,SD,
20,3323,0,10:34,,0,4,0,NE 35,0,NE,KICKOFF
20,3345,1,10:29,,10,4,4,SD 13,0,SD,
20,3415,4,09:05,,6,4,4,SD 17,0,SD,PUNT
6,1451,0,07:38,,0,2,0,NE 35,0,NE,KICKOFF
6,1532,4,05:36,,2,2,8,SD 28,0,SD,PUNTB
6,1487,2,06:59,,8,2,8,SD 22,0,SD,FUMBLE
6,1511,3,06:13,,4,2,8,SD 26,0,SD,
6,1466,1,07:38,,10,2,2,SD 20,0,SD,
18,2950,1,02:21,,10,3,31,SD 38,0,SD,
18,2926,2,03:04,,10,3,28,SD 10,0,SD,
18,3017,4,00:50,,8,3,30,SD 40,0,SD,PUNT
18,2995,3,00:56,,8,3,30,SD 40,0,SD,
18,2974,2,01:36,,7,3,30,SD 41,0,SD,
18,2904,1,03:09,,10,3,0,SD 10,0,SD,
25,4018,2,00:39,,11,4,-2,SD 30,0,NE,
25,4038,0,00:00,,0,4,-2,,0,,
25,3998,1,01:17,,10,4,-1,SD 29,0,NE,
1,94,3,14:12,,5,1,20,SD 25,0,SD,
1,36,0,15:00,,0,1,27,NE 35,0,NE,KICKOFF
1,150,1,13:21,,10,1,32,50,0,SD,
1,195,3,11:55,,4,1,27,NE 44,0,SD,
1,171,2,12:41,,8,1,36,NE 48,0,SD,
1,214,4,11:23,,13,1,27,SD 47,0,SD,PUNT
1,129,1,13:49,,10,1,30,SD 40,0,SD,
1,51,1,15:00,,10,1,0,SD 20,0,SD,
1,73,2,14:55,,10,1,5,SD 20,0,SD,
5,1287,2,09:14,,6,2,63,SD 11,0,NE,
5,1432,4,07:41,,4,2,70,SD 4,1,NE,FG
5,1138,2,10:33,,2,2,70,NE 34,0,NE,
5,1114,1,11:00,,10,2,70,NE 26,0,NE,
5,1162,1,10:00,,10,2,43,SD 31,0,NE,
5,1239,2,09:45,,10,2,59,SD 26,0,NE,
5,1184,2,09:55,,10,2,48,SD 31,0,NE,PENALTY
5,1410,3,07:47,,4,2,70,SD 4,0,NE,
5,1350,1,08:37,,4,2,70,SD 4,0,NE,
5,1326,3,09:10,,6,2,70,SD 11,0,NE,
5,1393,0,07:47,,0,2,70,,0,,TIMEOUT
5,1371,2,07:53,,4,2,70,SD 4,0,NE,
5,1092,0,11:06,,0,2,0,SD 35,0,SD,KICKOFF
5,1217,1,09:49,,10,2,48,SD 26,0,NE,
5,1263,1,09:30,,10,2,63,SD 15,0,NE,
5,1309,0,09:10,,0,2,70,,0,,TIMEOUT
13,2412,4,10:35,,6,3,4,SD 48,0,NE,PUNT
13,2369,2,11:27,,10,3,4,NE 48,0,NE,
13,2390,3,10:39,,6,3,4,SD 48,0,NE,
13,2347,1,11:33,,10,3,0,NE 48,0,NE,
21,3476,0,08:41,,0,4,69,SD 2,1,NE,XP
21,3456,1,08:53,,10,4,69,NE 31,1,NE,TD
23,3870,4,02:13,,5,4,44,SD 44,0,NE,PUNT
23,3678,1,04:04,,10,4,11,NE 25,0,NE,
23,3612,1,06:18,,10,4,1,NE 12,0,NE,
23,3749,1,03:57,,10,4,39,NE 28,0,NE,
23,3846,3,02:56,,10,4,44,SD 49,0,NE,
23,3770,0,03:43,,0,4,39,,0,,TIMEOUT
23,3699,0,04:02,,0,4,11,,0,,TIMEOUT
23,3716,2,04:02,,12,4,16,NE 23,0,NE,PENALTY
23,3657,3,04:53,,2,4,13,NE 20,0,NE,
23,3633,2,05:36,,9,4,8,NE 13,0,NE,
23,3808,0,03:38,,0,4,40,,0,,TIMEOUT
23,3825,2,03:37,,9,4,39,SD 48,0,NE,
23,3787,1,03:43,,10,4,40,SD 49,0,NE,
11,2187,2,14:15,,10,3,9,NE 19,0,NE,
11,2232,4,12:53,,2,3,8,NE 27,0,NE,PUNT
