drive,fds,result,penyds,ydsgained,numplays,postime
24,0,End of Game,0,-3,3,1:16
20,6,Touchdown,-10,94,14,6:34
21,1,Downs,0,18,7,1:33
22,3,Touchdown,0,38,8,0:25
23,1,Downs,0,13,7,1:30
1,1,Punt,0,18,7,2:28
3,6,Downs,-20,99,19,8:19
2,3,Interception,5,68,7,3:13
5,3,Touchdown,-5,53,11,4:14
4,0,Punt,0,9,5,1:57
7,6,Touchdown,5,76,15,4:14
6,1,Punt,0,18,8,2:55
9,1,Punt,0,5,7,1:01
8,0,Punt,0,9,6,0:52
11,0,Punt,0,9,5,1:40
10,1,End of Half,-5,17,6,0:47
13,3,Touchdown,0,80,5,2:07
12,1,Punt,0,27,7,2:48
15,0,Punt,0,9,4,1:27
14,2,Punt,0,21,8,3:59
17,1,Punt,0,8,7,2:14
16,0,Punt,0,9,5,1:31
19,0,Punt,-5,12,5,1:57
18,0,Punt,0,-2,4,0:59
