drive,play,down,time,desc,ydstogo,qtr,ydsnet,yrdln,sp,posteam,note
9,1451,0,10:38,,0,2,37,BUF 15,1,PHI,XP
9,1346,1,11:36,,10,2,37,BUF 37,0,PHI,PENALTY
9,1410,1,11:09,,30,2,-16,PHI 43,0,PHI,
9,1378,1,11:19,,20,2,37,BUF 47,0,PHI,PENALTY
9,1431,2,10:45,,26,2,37,PHI 47,1,PHI,TD
24,4405,2,03:18,,20,4,-4,BUF 10,0,BUF,
24,4373,2,03:23,,10,4,-4,BUF 20,0,BUF,PENALTY
24,4429,3,02:31,,14,4,-4,BUF 16,0,BUF,
24,4351,1,03:26,,10,4,-4,BUF 20,0,BUF,
24,4451,4,02:26,,14,4,-4,BUF 16,0,BUF,PUNT
24,4336,0,03:26,,0,4,0,PHI 35,0,PHI,KICKOFF
10,1703,4,06:24,,15,2,60,PHI 20,1,BUF,FG
10,1544,1,09:17,,10,2,28,BUF 41,0,BUF,
10,1659,2,06:32,,15,2,60,PHI 20,0,BUF,
10,1589,1,07:52,,10,2,65,PHI 28,0,BUF,
10,1681,3,06:27,,15,2,60,PHI 20,0,BUF,
10,1482,0,10:38,,0,2,0,,0,,TIMEOUT
10,1568,2,08:40,,3,2,52,BUF 48,0,BUF,
10,1467,0,10:38,,0,2,0,PHI 35,0,PHI,KICKOFF
10,1520,2,09:53,,7,2,21,BUF 23,0,BUF,
10,1499,1,10:38,,10,2,3,BUF 20,0,BUF,
10,1633,1,07:01,,15,2,60,PHI 20,0,BUF,
10,1610,1,07:13,,10,2,60,PHI 15,0,BUF,PENALTY
20,3830,3,09:37,,3,4,18,BUF 23,0,BUF,
20,3684,1,12:55,,10,4,18,BUF 5,0,BUF,
20,3764,3,11:37,,9,4,11,BUF 6,0,BUF,
20,3706,2,12:49,,10,4,18,BUF 5,0,BUF,PENALTY
20,3863,4,09:31,,3,4,18,BUF 23,0,BUF,PUNT
20,3743,2,12:26,,10,4,1,BUF 5,0,BUF,
20,3788,1,10:53,,10,4,12,BUF 16,0,BUF,
20,3809,2,10:14,,9,4,18,BUF 17,0,BUF,
6,942,3,03:51,,1,1,9,PHI 22,0,PHI,
6,897,1,04:28,,10,1,1,PHI 13,0,PHI,
6,963,4,03:22,,1,1,9,PHI 22,0,PHI,PUNT
6,921,2,04:13,,9,1,9,PHI 14,0,PHI,
27,4731,2,00:35,,11,4,-2,PHI 39,0,PHI,
27,4752,0,00:00,,0,4,-2,,0,,
27,4710,1,01:16,,10,4,-2,PHI 40,0,PHI,
18,3307,2,02:09,,15,3,11,PHI 35,0,BUF,
18,3263,1,03:03,,10,3,9,PHI 30,0,BUF,PENALTY
18,3366,0,00:46,,0,3,44,PHI 15,1,BUF,XP
18,3286,1,02:50,,15,3,9,PHI 35,0,BUF,
18,3218,1,04:04,,10,3,4,PHI 44,0,BUF,
18,3328,3,01:27,,13,3,25,PHI 33,0,BUF,
18,3239,2,03:26,,6,3,44,PHI 40,0,BUF,
18,3349,1,00:52,,10,3,44,PHI 19,1,BUF,TD
26,4684,3,01:23,,8,4,2,BUF 33,0,BUF,INT
26,4661,3,01:23,,3,4,2,BUF 38,0,BUF,PENALTY
26,4618,1,01:49,,10,4,7,BUF 31,0,BUF,
26,4639,2,01:27,,3,4,2,BUF 38,0,BUF,
25,4476,1,02:17,,10,4,1,PHI 36,0,PHI,
