drive,fds,result,penyds,ydsgained,numplays,postime
24,3,Touchdown,30,18,13,3:17
25,3,End of Game,0,35,6,1:09
20,1,Punt,-15,36,5,2:50
21,0,Punt,0,2,4,0:53
22,4,Touchdown,18,18,4,1:01
23,4,Touchdown,-5,85,11,2:28
1,3,Missed FG,-5,43,12,5:30
3,2,Touchdown,0,91,5,2:04
2,0,Punt,0,0,4,1:08
5,3,Field Goal,0,59,11,4:16
4,3,Field Goal,-10,73,11,3:43
7,7,Touchdown,11,64,20,7:49
6,3,Field Goal,-15,62,12,4:24
9,0,Punt,0,-6,5,1:19
8,3,Field Goal,0,66,11,1:06
11,2,Interception,0,36,6,1:53
10,2,Touchdown,0,52,6,1:38
13,0,Downs,0,9,4,1:36
12,0,Punt,-5,9,5,2:30
15,4,Touchdown,0,70,8,1:29
14,0,Field Goal,0,4,4,1:21
17,3,Touchdown,0,45,4,1:03
16,1,Interception,0,7,5,1:56
19,0,Punt,0,-2,5,1:23
18,3,Touchdown,0,54,8,2:14
