drive,fds,result,penyds,ydsgained,numplays,postime
9,3,Field Goal,0,65,16,1:45
18,3,Touchdown,5,70,13,4:05
6,2,Field Goal,-5,45,8,3:33
14,1,Touchdown,0,10,4,0:51
7,0,Punt,-10,5,6,2:30
8,3,Field Goal,-10,57,14,5:26
10,0,End of Half,0,-1,3,0:07
19,3,Interception,20,27,9,1:15
12,4,Missed FG,5,35,15,7:02
16,5,Touchdown,-10,85,14,4:57
11,3,Touchdown,0,74,7,2:24
3,0,Punt,0,3,4,0:58
17,3,Field Goal,0,40,11,5:08
4,2,Punt,0,30,8,2:24
2,0,Punt,-10,-1,8,2:20
1,7,Touchdown,0,75,17,8:17
5,1,Punt,-4,22,9,2:40
13,0,Fumble,0,-13,2,0:33
15,3,Touchdown,0,75,11,3:04
20,0,End of Game,0,-1,2,0:41
