drive,fds,result,penyds,ydsgained,numplays,postime
9,2,Interception,0,22,6,2:25
24,0,Interception,0,0,1,0:06
10,2,Touchdown,0,49,3,0:34
20,3,Downs,0,59,8,3:45
6,0,Punt,0,3,4,1:34
18,0,Punt,0,1,4,1:30
25,1,End of Game,0,7,6,1:43
1,3,Fumble,5,49,9,4:18
5,0,Punt,5,3,6,1:32
13,0,Punt,0,7,5,1:11
21,5,Touchdown,0,60,12,5:37
23,0,Punt,0,3,6,2:01
11,3,Field Goal,0,54,11,1:01
14,2,Field Goal,5,36,10,4:50
8,2,Punt,0,31,10,3:58
19,3,Downs,0,51,9,2:54
22,3,Touchdown,-5,85,10,2:19
12,0,End of Half,0,-1,2,0:18
16,0,Field Goal,0,2,4,2:06
7,3,Touchdown,0,66,7,2:51
3,2,Punt,0,40,8,3:34
17,0,Punt,0,0,5,0:43
4,6,Touchdown,-10,98,11,4:20
2,1,Field Goal,-10,58,8,3:35
15,1,Fumble,0,0,5,1:15
