drive,fds,result,penyds,ydsgained,numplays,postime
24,0,Punt,-5,5,6,1:33
25,0,Punt,0,4,4,1:24
26,2,Punt,-10,30,10,5:14
27,0,Punt,0,9,4,2:04
20,4,Touchdown,-10,91,10,4:21
21,2,Interception,5,19,9,3:02
22,3,Touchdown,-5,39,8,2:49
23,0,Punt,0,0,5,0:21
28,0,Punt,0,2,4,0:55
29,4,Touchdown,0,97,10,3:42
1,1,Interception,0,10,3,0:40
3,4,Field Goal,-5,78,14,5:29
2,2,Field Goal,0,26,9,4:45
5,3,Field Goal,16,39,12,3:04
4,0,Punt,0,8,5,1:40
7,0,Interception,0,0,1,0:10
6,0,Punt,0,4,5,1:33
9,3,Punt,0,39,13,3:13
8,1,Touchdown,0,12,4,1:20
11,0,Punt,-10,2,4,0:40
10,0,Punt,0,6,4,1:21
13,1,Touchdown,0,53,4,0:46
12,1,Interception,0,20,6,2:35
15,3,Touchdown,0,62,6,1:12
14,0,Punt,0,5,6,1:04
17,0,Fumble,0,3,4,0:49
16,0,Punt,0,4,5,0:28
19,0,Punt,0,5,5,1:30
18,1,Touchdown,-5,23,5,1:28
30,0,End of Game,0,-2,4,0:48
