drive,fds,result,penyds,ydsgained,numplays,postime
9,1,Interception,0,15,3,1:19
10,4,Interception,0,42,11,5:20
20,4,Touchdown,0,75,8,2:45
6,0,Punt,0,4,4,0:53
18,2,Punt,-10,32,10,2:33
1,0,Punt,0,3,5,1:35
5,0,Punt,-5,6,6,1:24
13,2,Field Goal,-10,41,11,4:40
21,3,Touchdown,0,25,8,2:58
23,1,End of Game,0,16,9,2:11
11,2,Field Goal,-15,53,16,2:13
14,0,Punt,-10,6,6,2:02
8,1,Fumble,-10,8,6,2:59
19,5,Touchdown,-5,91,12,5:19
22,5,Touchdown,0,77,8,2:03
12,0,Interception,0,4,4,0:56
16,1,Punt,-10,7,7,2:13
7,0,Punt,0,4,4,1:39
3,3,Field Goal,0,53,12,5:08
17,2,Touchdown,0,49,5,1:34
4,0,Punt,0,4,5,1:29
2,3,Field Goal,0,51,12,6:01
15,2,Touchdown,0,34,3,0:46
