drive,fds,result,penyds,ydsgained,numplays,postime
24,1,Punt,0,18,7,2:26
25,0,Safety,-1,-3,6,2:07
26,0,End of Game,0,0,3,0:16
20,2,Fumble,-10,48,7,2:38
21,2,Field Goal,0,58,10,5:50
22,1,Punt,0,10,10,3:26
23,0,Punt,0,8,4,2:21
1,0,Punt,0,0,5,0:57
3,2,Touchdown,0,31,4,1:18
2,1,Interception,0,20,5,2:49
5,6,Touchdown,5,73,18,7:45
4,2,Touchdown,0,71,5,1:30
7,0,Punt,0,-6,6,1:00
6,0,Touchdown,0,0,2,0:14
9,6,Touchdown,23,69,13,3:57
8,0,Punt,0,8,4,2:09
11,2,Touchdown,-10,34,8,2:51
10,0,Fumble,0,2,3,0:16
13,3,Field Goal,0,38,11,1:54
12,2,Fumble,-10,28,10,3:20
15,1,Touchdown,5,6,5,0:59
14,0,Fumble,0,-9,2,0:09
17,1,Punt,0,17,6,2:25
16,0,Punt,0,-4,5,1:34
19,4,Field Goal,5,43,11,4:43
18,0,Punt,0,-4,4,1:06
