drive,fds,result,penyds,ydsgained,numplays,postime
20,3,Field Goal,10,46,15,6:02
21,1,Interception,-10,24,7,0:49
22,0,End of Game,0,-2,3,1:02
1,0,Punt,0,4,5,1:37
3,2,Field Goal,0,29,8,2:43
2,3,Touchdown,0,28,4,1:05
5,3,Field Goal,0,60,12,5:45
4,4,Touchdown,0,75,10,3:25
7,1,Field Goal,-15,24,10,3:58
6,1,Punt,-15,20,9,2:53
9,2,Touchdown,0,75,4,0:32
8,6,Touchdown,10,65,12,4:22
11,3,End of Half,28,28,12,1:10
10,2,Fumble,-15,58,9,2:30
13,0,Punt,-5,6,5,2:08
12,0,Punt,0,5,5,1:50
15,3,Field Goal,0,64,10,3:16
14,1,Touchdown,-10,60,5,1:17
17,5,Interception,5,55,6,1:22
16,4,Field Goal,0,68,17,6:32
19,3,Field Goal,0,58,9,3:07
18,1,Punt,5,10,9,2:35
