drive,fds,result,penyds,ydsgained,numplays,postime
9,0,Punt,0,2,5,1:21
24,2,Field Goal,-5,30,12,4:24
10,2,Punt,0,33,8,3:30
20,3,Punt,-10,42,10,2:43
30,0,Field Goal,-5,9,6,1:56
6,2,Fumble,0,41,6,1:47
27,0,Interception,0,0,3,0:11
18,0,Punt,0,2,5,0:48
28,2,Touchdown,0,34,7,0:26
26,2,Field Goal,0,40,11,3:43
31,2,End of Game,0,21,6,1:06
25,1,Touchdown,0,75,4,0:16
1,0,Interception,0,1,3,0:43
5,3,Punt,0,42,9,3:37
13,0,Punt,0,4,7,0:22
29,0,Interception,0,0,5,0:29
21,1,Fumble,0,25,7,3:12
23,1,Touchdown,0,1,3,0:07
11,2,Punt,0,33,9,3:01
14,2,Field Goal,0,33,8,0:41
8,1,Touchdown,0,78,3,0:22
19,3,Touchdown,0,75,7,2:54
22,0,Field Goal,0,-4,4,1:23
12,1,Punt,-10,40,8,0:44
16,0,Punt,0,1,5,1:31
7,3,Touchdown,-10,69,8,3:38
3,4,Punt,0,31,16,6:41
17,4,Touchdown,10,59,11,4:51
4,0,Fumble,0,3,2,0:36
2,1,Field Goal,0,11,7,2:56
15,0,End of Half,0,0,2,0:01
