drive,fds,result,penyds,ydsgained,numplays,postime
20,1,Punt,0,21,7,2:37
21,1,Interception,0,24,4,1:16
22,6,Touchdown,0,80,12,2:40
23,0,End of Game,0,-1,3,0:18
1,3,Field Goal,0,50,13,5:23
3,4,Touchdown,5,69,11,5:46
2,0,Punt,0,9,5,2:01
5,4,Touchdown,0,76,10,3:27
4,0,Punt,0,7,5,0:55
7,1,Field Goal,0,33,6,2:07
6,0,Punt,0,-2,5,1:13
9,3,Field Goal,0,73,12,4:14
8,1,Punt,5,14,9,3:44
11,3,Touchdown,0,29,7,0:31
10,0,Fumble,0,14,2,0:11
13,2,Punt,-5,34,12,3:23
12,1,End of Half,0,13,3,0:28
15,2,Field Goal,0,59,8,3:07
14,1,Punt,-5,29,8,3:17
17,3,Interception,10,12,9,1:57
16,3,Downs,-10,86,10,4:41
19,2,Touchdown,0,80,7,2:02
18,4,Touchdown,0,64,11,4:42
