drive,fds,result,penyds,ydsgained,numplays,postime
9,0,Interception,0,0,1,0:13
10,1,Touchdown,0,18,2,0:10
20,1,Downs,0,26,6,1:15
6,3,Field Goal,10,41,11,3:38
18,1,Punt,-15,24,10,2:56
1,3,Missed FG,0,65,11,4:56
5,0,Punt,-5,12,6,0:48
13,0,Interception,0,0,2,0:08
21,1,End of Game,0,10,6,2:31
11,1,Punt,0,17,9,3:21
14,0,Field Goal,0,-7,4,0:33
8,0,Punt,-5,11,5,2:15
19,6,Touchdown,-10,90,20,10:19
12,4,Touchdown,5,83,11,1:23
16,0,Punt,0,8,5,1:59
7,3,Punt,5,24,13,3:10
3,1,Punt,0,20,6,2:13
17,4,Interception,15,49,11,6:53
4,0,Punt,0,4,4,1:22
2,5,Field Goal,0,73,15,5:50
15,4,Field Goal,10,53,13,4:07
