drive,fds,result,penyds,ydsgained,numplays,postime
23,0,Punt,0,-2,7,1:10
7,1,Punt,-10,10,7,3:37
15,1,Field Goal,-5,9,8,3:01
10,2,Field Goal,0,41,9,1:12
6,0,Punt,0,-2,5,1:06
4,6,Touchdown,10,84,12,4:39
3,1,Punt,-5,35,8,4:04
16,0,Punt,0,-2,5,2:13
12,0,End of Half,0,0,1,0:12
21,0,Punt,-5,12,5,1:50
2,4,Field Goal,-5,59,12,6:26
8,0,Field Goal,0,5,4,2:09
24,3,Interception,-10,61,13,2:23
9,1,Punt,0,6,6,2:13
14,1,Fumble,0,15,3,1:25
22,2,Downs,0,32,8,3:09
18,2,Missed FG,-15,42,9,4:10
5,4,Touchdown,0,69,9,2:00
13,1,Punt,0,15,6,2:10
20,4,Downs,0,57,11,3:45
11,1,Interception,0,18,4,0:21
19,1,Missed FG,-10,36,9,3:09
17,0,Punt,0,-5,4,1:35
1,1,Punt,0,18,6,2:01
