drive,fds,result,penyds,ydsgained,numplays,postime
9,3,Interception,5,50,9,4:37
6,4,Touchdown,5,29,12,4:26
14,5,Touchdown,-5,94,13,2:23
7,3,Interception,0,57,12,4:59
8,6,Field Goal,9,64,11,1:10
10,5,Touchdown,0,60,17,6:35
12,5,Field Goal,5,59,17,5:40
16,1,End of Game,0,19,3,0:48
11,1,Punt,-5,26,7,2:49
3,7,Touchdown,3,73,16,5:31
4,4,Touchdown,0,75,6,1:56
2,2,Field Goal,0,53,11,4:56
1,3,Field Goal,0,55,11,4:44
5,1,Interception,0,15,6,2:18
13,2,Field Goal,0,31,12,5:48
15,0,Punt,-5,3,9,1:20
