drive,fds,result,penyds,ydsgained,numplays,postime
24,2,Interception,0,46,8,1:32
25,0,End of Game,0,-2,4,0:24
20,2,Punt,0,29,8,4:01
21,0,Punt,0,3,4,1:02
22,1,Punt,0,19,7,2:22
23,6,Touchdown,-5,97,13,6:12
1,0,Interception,0,2,6,1:15
3,3,Field Goal,0,59,12,6:09
2,0,Punt,0,4,4,1:27
5,2,Field Goal,8,24,6,1:09
4,1,Punt,0,21,7,2:27
7,3,Field Goal,26,31,10,2:47
6,6,Touchdown,5,75,13,4:20
9,0,Punt,0,1,4,1:25
8,1,Punt,0,17,7,2:17
11,1,Punt,0,11,8,1:14
10,2,Punt,-5,29,10,4:37
13,3,Field Goal,10,35,8,0:26
12,1,Interception,0,25,5,0:27
15,0,Punt,-10,-4,6,2:08
14,7,Touchdown,5,75,16,7:31
17,0,Field Goal,0,1,4,1:14
16,0,Fumble,0,-12,3,1:34
19,0,Punt,0,6,4,0:40
18,1,Interception,0,19,5,1:20
