drive,fds,result,penyds,ydsgained,numplays,postime
24,0,Punt,-5,4,5,2:21
25,1,Downs,5,18,9,1:01
26,0,End of Game,0,-2,3,1:05
20,1,Touchdown,0,8,2,0:06
21,0,Fumble,0,0,1,0:06
22,1,Field Goal,0,25,6,2:57
23,4,Interception,5,27,11,3:13
1,1,Fumble,0,25,6,2:08
3,4,Touchdown,-5,75,10,4:18
2,0,Downs,0,9,4,1:28
5,0,Interception,0,0,1,0:07
4,2,Punt,5,-3,8,3:38
7,3,Missed FG,-5,55,12,3:40
6,1,Field Goal,0,13,6,2:10
9,0,Punt,0,7,4,1:49
8,2,Punt,5,13,8,3:28
11,3,Touchdown,0,80,10,0:58
10,3,Field Goal,-5,36,13,5:18
13,0,Punt,0,2,5,1:00
12,3,Field Goal,0,65,13,0:58
15,0,Interception,0,4,3,0:53
14,0,Interception,0,2,2,0:55
17,5,Field Goal,-10,72,20,9:46
16,1,Field Goal,5,69,8,2:33
19,1,Fumble,0,7,5,0:58
18,2,Punt,0,31,7,3:06
