drive,fds,result,penyds,ydsgained,numplays,postime
11,2,Punt,5,34,10,3:32
10,5,Field Goal,5,51,13,5:00
13,2,Interception,0,64,5,2:43
12,5,Punt,-15,75,16,6:37
15,7,Touchdown,2,76,16,3:59
14,3,Touchdown,0,52,10,5:42
17,0,Fumble,0,0,2,0:08
16,1,Punt,0,26,15,2:19
1,5,Field Goal,0,74,15,7:53
3,0,Punt,0,8,5,2:08
2,3,Fumble,0,54,12,5:46
5,0,Punt,0,9,5,1:06
4,3,Field Goal,0,62,9,4:28
7,3,Touchdown,0,80,9,3:06
6,3,Field Goal,0,63,11,4:20
9,0,End of Half,0,-1,3,0:07
8,4,Field Goal,0,52,17,1:06
