drive,fds,result,penyds,ydsgained,numplays,postime
11,0,Punt,-10,6,6,2:03
10,1,Punt,0,10,8,1:04
13,2,Punt,-30,32,12,5:19
12,3,Touchdown,0,42,8,3:45
15,0,Touchdown,0,0,2,0:13
14,2,Touchdown,-10,85,7,2:52
17,2,Downs,0,28,9,3:28
16,5,Field Goal,0,75,17,7:48
19,0,Punt,0,-9,6,1:38
18,0,Punt,0,-2,4,1:38
20,0,End of Game,0,-2,3,1:16
1,1,Fumble,0,19,5,1:33
3,6,Touchdown,-10,91,17,7:39
2,0,Punt,0,4,4,2:12
5,1,Punt,0,27,6,2:20
4,1,Punt,5,-1,8,3:09
7,6,Touchdown,20,78,15,6:15
6,2,Punt,0,36,9,4:48
9,1,Touchdown,0,20,2,0:04
8,1,Interception,0,19,8,0:56
