drive,fds,result,penyds,ydsgained,numplays,postime
9,3,Field Goal,-5,54,14,1:57
24,0,End of Game,0,-1,2,0:38
10,0,End of Half,-5,-2,5,0:42
20,1,Touchdown,0,38,2,0:15
6,2,Touchdown,0,17,3,0:42
18,1,Punt,0,19,6,3:16
1,2,Punt,-5,22,9,2:57
5,0,Fumble,0,5,1,0:11
13,0,Punt,0,5,4,0:57
21,0,Punt,0,3,5,1:24
23,4,Downs,22,27,17,1:36
11,1,Punt,0,9,8,3:26
14,3,Touchdown,-15,74,5,1:17
8,0,Punt,0,9,4,2:22
19,1,Fumble,0,21,3,1:13
22,5,Touchdown,0,50,14,5:56
12,0,Punt,0,7,4,1:50
16,1,Punt,0,16,5,1:36
7,3,Punt,-23,56,15,6:50
3,7,Downs,4,85,21,8:43
17,3,Missed FG,0,57,12,4:34
4,0,Punt,-4,9,5,2:12
2,2,Punt,20,9,10,3:24
15,1,Punt,5,13,7,2:02
