drive,fds,result,penyds,ydsgained,numplays,postime
20,0,Punt,0,5,5,1:54
21,2,End of Game,5,23,12,4:22
1,0,Punt,-5,-1,6,1:32
3,2,Punt,-5,42,11,4:28
2,0,Punt,0,6,4,2:15
5,0,Punt,0,7,5,2:07
4,0,Field Goal,0,6,4,1:29
7,3,Punt,0,47,14,6:38
6,1,Punt,0,21,6,3:05
9,1,Punt,0,14,7,3:16
8,0,Punt,-6,10,5,2:33
11,0,Touchdown,0,0,2,0:12
10,4,Field Goal,-5,82,16,2:37
13,1,Punt,0,21,5,2:37
12,1,Punt,0,14,6,1:56
15,3,Touchdown,0,85,9,3:53
14,0,Punt,-15,1,6,1:54
17,3,Field Goal,0,62,9,3:24
16,0,Punt,0,9,5,2:01
19,3,Field Goal,-5,55,13,6:09
18,0,Punt,0,8,5,1:38
