drive,fds,result,penyds,ydsgained,numplays,postime
1,4,Interception,0,59,12,5:41
9,4,Touchdown,44,36,7,0:36
18,4,Touchdown,0,59,12,4:22
20,0,End of Half,0,5,2,0:16
15,1,Punt,0,16,7,3:10
16,3,Interception,0,72,8,3:46
14,0,Field Goal,0,7,4,1:11
19,1,Punt,-5,22,9,1:35
17,0,Punt,0,8,4,1:38
6,5,Touchdown,0,84,12,6:42
12,5,Touchdown,-10,96,11,4:48
8,3,Touchdown,2,29,3,0:30
13,1,Punt,-10,34,8,4:02
5,1,Punt,0,21,8,2:13
10,1,End of Half,0,12,9,1:40
2,2,Punt,18,11,9,4:09
3,1,Punt,15,9,5,2:17
7,0,Fumble,0,0,1,0:09
11,4,Field Goal,0,65,12,5:12
22,4,Field Goal,0,51,10,4:53
21,0,Punt,0,-4,5,1:56
4,6,Touchdown,17,73,13,6:03
