drive,fds,result,penyds,ydsgained,numplays,postime
20,1,Blocked FG,0,19,5,1:04
21,1,Punt,0,15,11,1:59
22,2,Missed FG,0,51,10,1:46
1,4,Touchdown,0,75,10,4:11
3,3,Field Goal,4,46,8,3:23
2,6,Touchdown,36,36,15,5:37
5,2,Interception,0,30,8,3:04
4,5,Touchdown,0,75,13,4:10
7,0,Punt,-15,17,7,2:05
6,3,Field Goal,0,39,11,4:49
9,0,Punt,0,9,5,0:44
8,2,Punt,5,27,9,1:16
11,4,Field Goal,-5,62,10,4:02
10,0,End of Half,0,-11,2,0:41
13,0,Punt,0,7,5,2:08
12,5,Touchdown,19,56,15,4:54
15,2,Punt,10,9,12,4:34
14,1,Punt,0,19,7,2:22
17,0,Punt,0,0,4,1:14
16,0,Punt,0,0,4,0:41
19,0,Punt,0,-8,4,1:59
18,1,Punt,-10,31,7,3:17
