drive,fds,result,penyds,ydsgained,numplays,postime
11,2,Fumble,-5,43,8,4:34
10,1,Punt,0,17,9,3:11
13,4,Field Goal,0,60,13,5:36
12,0,Field Goal,0,7,4,1:28
15,0,Field Goal,-5,6,6,0:18
14,1,Downs,0,17,7,0:35
17,0,End of Game,0,-2,3,1:02
16,1,Fumble,0,6,3,0:28
1,6,Touchdown,0,80,13,5:42
3,3,Punt,0,36,10,3:47
2,6,Touchdown,15,65,19,9:23
5,3,Punt,-5,53,14,6:15
4,3,Punt,20,27,9,3:11
7,3,Missed FG,0,55,12,6:38
6,1,End of Half,0,19,4,1:42
9,2,Touchdown,0,80,7,3:14
8,3,Field Goal,0,52,9,2:56
