drive,fds,result,penyds,ydsgained,numplays,postime
20,1,Field Goal,0,20,6,3:13
21,0,Punt,0,-3,5,1:17
22,2,Downs,0,47,13,3:04
23,4,Interception,9,63,8,1:55
1,0,Punt,0,-1,5,1:40
3,3,Field Goal,0,52,9,3:42
2,4,Touchdown,0,55,7,2:47
5,0,Fumble,5,-5,2,0:08
4,1,Punt,5,9,6,2:25
7,5,Touchdown,-10,88,13,5:40
6,1,Touchdown,0,5,3,0:43
9,5,Touchdown,-2,88,12,4:28
8,3,Punt,-10,38,15,5:09
11,3,Touchdown,0,64,7,1:21
10,0,Punt,-9,12,8,1:33
13,3,Field Goal,0,63,14,6:06
12,0,End of Half,0,-1,3,0:24
15,1,Punt,0,12,6,1:44
14,0,Punt,0,3,5,1:12
17,1,Punt,0,9,7,1:46
16,7,Touchdown,9,86,15,6:01
19,0,Interception,0,7,2,0:46
18,2,Punt,0,32,7,2:56
