drive,fds,result,penyds,ydsgained,numplays,postime
24,1,Fumble,0,12,3,1:03
25,3,Touchdown,5,55,8,4:17
26,0,Downs,0,0,5,0:25
27,1,End of Game,0,23,10,2:33
20,0,Touchdown,0,0,4,0:14
21,2,Touchdown,0,76,5,1:07
22,0,Punt,-5,0,6,0:53
23,4,Touchdown,2,69,9,4:02
1,0,Punt,0,7,5,1:29
3,3,Fumble,-5,49,11,6:41
2,0,Punt,5,-2,5,2:03
5,2,Fumble,0,50,8,4:06
4,0,Punt,0,0,4,1:29
7,0,Punt,0,0,4,0:55
6,0,Punt,0,1,4,0:58
9,2,Touchdown,0,20,6,2:04
8,0,Interception,0,0,1,0:13
11,0,Punt,0,4,4,1:35
10,1,Punt,0,9,7,2:37
13,0,End of Half,0,5,5,0:49
12,5,Downs,5,74,15,5:01
15,2,Punt,0,39,9,4:38
14,1,Punt,0,17,8,1:48
17,3,Touchdown,-5,79,8,2:32
16,0,Punt,0,4,4,1:57
19,3,Touchdown,15,65,7,0:50
18,1,Punt,0,21,8,3:41
