drive,fds,result,penyds,ydsgained,numplays,postime
24,4,Touchdown,15,51,8,2:16
4,2,Punt,-10,48,11,4:50
3,2,Touchdown,0,20,5,1:56
17,0,Punt,0,1,4,0:58
22,3,Interception,5,59,9,3:15
8,2,Punt,-15,32,10,2:32
14,0,Fumble,0,-1,1,0:14
19,3,Touchdown,0,74,9,3:25
12,1,Punt,0,17,8,3:07
9,2,Touchdown,12,58,3,0:15
5,0,Punt,-5,11,5,1:26
1,5,Touchdown,0,80,16,7:26
23,1,Missed FG,0,5,5,2:19
13,0,Interception,0,7,3,0:46
21,2,Touchdown,0,24,3,0:51
2,0,Interception,0,3,3,0:48
16,2,Punt,-5,10,9,3:42
15,3,Touchdown,0,80,9,3:27
11,3,Touchdown,0,80,9,2:46
20,1,Fumble,0,1,4,1:18
25,0,End of Game,0,-2,4,1:06
6,2,Punt,5,20,8,3:23
18,0,Punt,0,0,4,0:30
10,0,End of Half,0,9,4,0:38
7,5,Field Goal,-10,90,16,6:46
