drive,fds,result,penyds,ydsgained,numplays,postime
9,4,Touchdown,0,59,10,3:43
24,1,Fumble,0,21,11,1:58
10,0,Punt,0,2,5,1:00
20,0,Punt,0,0,5,0:59
6,5,Touchdown,0,80,12,3:46
18,1,Interception,0,43,5,2:02
26,0,End of Game,0,-1,2,0:20
25,1,Downs,0,12,7,0:42
1,2,Punt,-10,32,11,2:48
5,0,Punt,0,-2,4,0:54
13,0,End of Half,5,-1,4,0:08
21,0,Punt,-5,-3,5,2:25
23,4,Touchdown,0,56,11,2:27
11,1,Punt,0,17,7,1:32
14,1,Punt,0,20,8,3:25
8,5,Touchdown,42,38,10,4:53
19,5,Touchdown,11,69,16,6:07
22,4,Touchdown,0,71,8,2:18
12,1,Blocked Punt,0,25,8,1:24
16,2,Interception,0,41,8,3:14
7,1,Punt,0,14,7,2:17
3,1,Punt,-25,41,9,2:45
17,1,Punt,-10,27,9,3:08
4,1,Punt,0,0,5,1:55
2,1,Punt,0,13,6,2:55
15,0,Punt,0,1,4,0:55
