drive,fds,result,penyds,ydsgained,numplays,postime
9,0,Punt,0,0,4,2:06
24,2,Punt,0,33,11,3:11
10,0,Punt,0,6,4,1:30
20,0,Punt,0,1,4,0:58
6,0,Punt,0,4,5,0:46
18,4,Field Goal,0,70,13,5:11
25,0,End of Game,0,-2,3,1:05
1,1,Fumble,0,10,4,0:59
5,2,Touchdown,5,70,7,2:55
13,5,Touchdown,-10,90,16,4:59
21,4,Field Goal,-5,64,13,3:57
23,0,Interception,0,8,2,0:25
11,2,Touchdown,-5,90,6,2:03
14,2,Interception,10,31,9,0:49
8,0,Punt,0,3,5,1:11
19,2,Interception,0,32,8,1:58
22,0,Punt,0,-5,8,0:29
12,2,Touchdown,0,61,8,2:02
16,6,Touchdown,-22,102,24,9:47
7,3,Touchdown,0,59,7,2:09
3,3,Punt,0,47,10,3:56
17,2,Punt,0,31,10,2:59
4,1,Punt,0,14,6,1:53
2,5,Touchdown,0,86,8,2:26
15,0,End of Half,0,-1,2,0:16
