drive,fds,result,penyds,ydsgained,numplays,postime
20,1,Fumble,0,28,4,1:52
21,2,Touchdown,5,65,5,1:01
22,1,Downs,-15,12,9,1:41
23,0,End of Game,0,-5,3,1:09
1,1,Punt,0,30,7,2:28
3,3,Interception,0,49,7,2:29
2,0,Punt,0,8,4,1:42
5,2,Touchdown,0,42,8,4:01
4,0,Punt,0,8,4,1:37
7,1,Field Goal,0,13,8,3:09
6,1,Fumble,0,14,7,2:02
9,0,Interception,0,7,3,0:58
8,3,Field Goal,0,69,12,4:56
11,1,Punt,0,11,9,3:35
10,1,Touchdown,0,28,3,0:46
13,1,End of Half,0,21,4,0:40
12,6,Field Goal,15,55,15,1:37
15,0,Punt,0,0,4,1:00
14,2,Missed FG,-10,48,14,5:15
17,2,Interception,0,32,6,2:55
16,0,Punt,0,9,4,2:07
19,2,Interception,-10,39,10,5:31
18,7,Touchdown,0,89,17,7:29
