drive,fds,result,penyds,ydsgained,numplays,postime
24,3,Interception,16,25,9,3:29
25,1,Downs,0,25,7,3:20
26,1,Interception,0,15,7,3:00
27,0,End of Game,0,3,4,1:46
20,2,Punt,-5,23,13,5:27
21,1,Punt,-10,21,8,3:40
22,0,Fumble,0,-3,2,0:47
23,2,Touchdown,8,11,8,1:48
1,3,Field Goal,0,61,11,4:26
3,0,Punt,0,2,4,1:03
2,0,Punt,0,-3,5,1:40
5,1,Punt,0,21,5,2:20
4,1,Punt,15,6,6,2:08
7,1,Interception,3,2,6,1:22
6,0,Punt,-5,-7,6,2:10
9,1,Field Goal,0,19,6,2:07
8,0,Interception,0,0,1,0:19
11,4,Touchdown,5,60,9,3:13
10,0,Punt,0,9,5,1:30
13,0,"Blocked Punt, Downs",0,7,5,0:35
12,2,Field Goal,-5,61,11,5:08
15,3,Field Goal,15,31,11,0:48
14,0,Field Goal,-10,11,5,1:11
17,1,Touchdown,0,37,2,0:09
16,0,Punt,0,-14,5,1:40
19,3,Touchdown,0,57,11,3:27
18,0,Punt,0,-13,5,1:27
