drive,fds,result,penyds,ydsgained,numplays,postime
9,0,Punt,-5,-5,6,2:08
18,3,Interception,14,36,9,2:21
6,6,Touchdown,14,70,19,6:43
14,0,Punt,0,9,5,2:27
7,0,Punt,0,8,5,1:29
8,3,Field Goal,0,48,13,2:45
10,2,Field Goal,5,24,8,3:13
19,0,Downs,0,-7,7,0:51
12,2,Field Goal,-5,62,10,3:48
16,0,Punt,0,1,5,1:02
11,2,Punt,-5,35,10,3:30
3,4,Field Goal,0,50,16,6:10
17,0,Punt,0,8,4,2:06
4,2,Punt,-10,19,10,4:01
2,0,Punt,0,4,4,0:57
1,1,Punt,0,20,8,3:16
5,2,Punt,-5,31,11,4:39
13,4,Field Goal,5,52,13,3:39
15,4,Field Goal,-10,73,14,4:55
