drive,fds,result,penyds,ydsgained,numplays,postime
20,3,Field Goal,5,33,12,6:08
21,3,Downs,0,74,10,1:53
22,3,Punt,-5,45,18,5:59
23,0,End of Game,-5,9,3,0:23
1,2,Punt,0,18,9,4:03
3,1,Fumble,0,21,2,0:53
2,0,Punt,0,8,4,1:24
5,4,Field Goal,5,45,13,6:59
4,0,Punt,0,4,4,1:28
7,3,Touchdown,0,40,5,1:49
6,0,Interception,0,7,5,0:30
9,2,Punt,0,36,8,4:44
8,1,Punt,0,20,6,1:32
11,2,Field Goal,0,34,9,2:54
10,1,Punt,-1,21,7,2:42
13,1,Field Goal,0,15,5,0:19
12,0,Punt,0,8,7,0:39
15,4,Field Goal,0,63,10,4:03
14,0,End of Half,0,0,2,0:04
17,1,Touchdown,0,68,4,1:25
16,0,Punt,0,0,5,1:47
19,3,Interception,0,36,9,2:46
18,5,Touchdown,-1,81,16,5:36
