drive,play,down,time,desc,ydstogo,qtr,ydsnet,yrdln,sp,posteam,note
24,4056,3,02:04,(2:04) (Shotgun) M.Stafford sacked at DET 19 for -6 yards (J.Hughes).,10,4,4,DET 25,0,DET,
24,4092,4,01:57,"(1:57) S.Martin punts 57 yards to BUF 24, Center-D.Muhlbach. L.McKelvin to BUF 31 for 7 yards (M.Seisay).",16,4,4,DET 19,0,DET,PUNT
24,4075,0,01:57,Two-Minute Warning,0,4,4,,0,,
24,3941,1,02:57,(2:57) (Shotgun) M.Stafford pass incomplete deep left to C.Fuller.,10,4,0,DET 15,0,DET,
24,4010,1,02:47,(2:47) (Shotgun) M.Stafford pass incomplete short left to G.Tate (N.Robey).,15,4,5,DET 20,0,DET,
24,4032,2,02:44,(2:44) (Shotgun) M.Stafford pass short left to B.Pettigrew to DET 25 for 5 yards (N.Robey).,15,4,10,DET 20,0,DET,
24,3963,2,02:52,(2:52) (Shotgun) M.Stafford pass short right to C.Fuller to DET 25 for 10 yards (L.McKelvin).,10,4,10,DET 15,0,DET,
24,3987,1,02:47,"(2:47) (Shotgun) PENALTY on DET, False Start, 5 yards, enforced at DET 25 - No Play.",10,4,5,DET 25,0,DET,PENALTY
25,4158,1,01:39,(1:39) (Shotgun) C.Spiller right end to DET 46 for 1 yard (T.Whitehead).,10,4,23,DET 47,0,BUF,
25,4141,0,01:39,Timeout #1 by BUF at 01:39.,0,4,22,,0,,TIMEOUT
25,4179,2,01:18,"(1:18) (No Huddle, Shotgun) K.Orton pass short right to C.Spiller pushed ob at DET 48 for -2 yards (D.Levy).",9,4,21,DET 46,0,BUF,
25,4117,1,01:47,(1:47) (Shotgun) K.Orton pass deep middle to S.Watkins to DET 47 for 22 yards (D.Slay) [J.Jones].,10,4,22,BUF 31,0,BUF,
25,4203,3,01:13,(1:13) (Shotgun) K.Orton pass incomplete short middle to F.Jackson (J.Jones).,11,4,21,DET 48,0,BUF,
25,4225,4,01:09,"(1:09) C.Schmidt punts 37 yards to DET 11, Center-G.Sanborn, fair catch by J.Ross.",11,4,21,DET 48,0,BUF,PUNT
26,4365,0,00:26,Timeout #2 by BUF at 00:26.,0,4,57,,0,,TIMEOUT
26,4276,0,00:47,Timeout #2 by DET at 00:47.,0,4,55,,0,,TIMEOUT
26,4319,2,00:38,(:38) (Shotgun) M.Stafford pass incomplete short right to R.Broyles.,9,4,56,BUF 33,0,DET,
26,4252,1,01:02,(1:02) (Shotgun) M.Stafford pass short left to G.Tate to BUF 34 for 55 yards (N.Robey).,10,4,55,DET 11,0,DET,
26,4293,1,00:47,(:47) (Shotgun) M.Stafford scrambles right end ran ob at BUF 33 for 1 yard (B.Spikes).,10,4,56,BUF 34,0,DET,
26,4382,4,00:26,"(:26) A.Henery 50 yard field goal is No Good, Wide Left, Center-D.Muhlbach, Holder-S.Martin.",8,4,57,BUF 32,0,DET,FGM
26,4341,3,00:35,(:35) (Shotgun) M.Stafford pass short left to G.Tate to BUF 32 for 1 yard (B.Spikes).,9,4,57,BUF 33,0,DET,
27,4443,1,00:14,(:14) (Shotgun) K.Orton pass incomplete short right to S.Chandler [E.Ansah].,10,4,20,DET 40,0,BUF,
27,4426,0,00:14,Timeout #3 by BUF at 00:14.,0,4,20,,0,,TIMEOUT
27,4465,2,00:09,"(:09) D.Carpenter 58 yard field goal is GOOD, Center-G.Sanborn, Holder-C.Schmidt.",10,4,20,DET 40,1,BUF,FG
27,4402,1,00:21,(:21) (Shotgun) K.Orton pass short left to S.Watkins to DET 40 for 20 yards (R.Mathis).,10,4,20,BUF 40,0,BUF,
20,3206,2,15:00,"(15:00) (Shotgun) M.Stafford pass incomplete short middle to R.Bush. PENALTY on DET-L.Waddle, Illegal Use of Hands, 10 yards, enforced at DET 43 - No Play.",10,4,13,DET 43,0,DET,PENALTY
20,3239,2,14:55,"(14:55) (Shotgun) M.Stafford sacked at DET 23 for -10 yards (M.Dareus). FUMBLES (M.Dareus), recovered by DET-J.Ross at DET 23. J.Ross to DET 23 for no gain (J.Hughes).",20,4,11,DET 33,0,DET,FUMBLE
20,3116,1,01:23,(1:23) G.Winn up the middle to DET 20 for no gain (Mar.Williams).,10,3,0,DET 20,0,DET,
20,3169,1,00:15,(:15) G.Winn right tackle to DET 43 for no gain (M.Dareus).,10,3,23,DET 43,0,DET,
20,3137,2,00:47,"(:47) M.Stafford scrambles up the middle to DET 28 for 8 yards (P.Brown). PENALTY on BUF-P.Brown, Unnecessary Roughness, 15 yards, enforced at DET 28.",10,3,23,DET 20,0,DET,PENALTY
20,3097,0,01:23,"J.Gay kicks 65 yards from BUF 35 to end zone, Touchback.",0,3,0,BUF 35,0,BUF,KICKOFF
20,3190,0,,END QUARTER 3,0,3,23,,0,,
20,3268,3,14:05,(14:05) (Shotgun) M.Stafford pass short left to G.Tate to DET 31 for 8 yards (L.McKelvin).,30,4,11,DET 23,0,DET,
20,3292,4,13:26,"(13:26) S.Martin punts 43 yards to BUF 26, Center-D.Muhlbach, fair catch by L.McKelvin.",22,4,11,DET 31,0,DET,PUNT
21,3519,1,09:47,"(9:47) F.Jackson right tackle to DET 4 for no gain (I.Abdul-Quddus; T.Whitehead). PENALTY on DET-J.Jones, Illegal Use of Hands, 2 yards, enforced at DET 4 - No Play.",4,4,74,DET 4,0,BUF,PENALTY
21,3385,1,11:21,(11:21) (Shotgun) F.Jackson up the middle to BUF 37 for 1 yard (D.Levy).,10,4,11,BUF 36,0,BUF,
21,3456,2,10:02,(10:02) K.Orton pass incomplete short middle to S.Watkins.,10,4,28,DET 46,0,BUF,
21,3565,1,09:25,"(9:25) C.Hairston reported in as eligible.  K.Orton pass short left to C.Gragg for 2 yards, TOUCHDOWN.",2,4,74,DET 2,1,BUF,TD
21,3430,1,10:06,(10:06) K.Orton pass incomplete short right to F.Summers. Ball thrown away.,10,4,28,DET 46,0,BUF,
21,3340,2,12:43,(12:43) F.Jackson right tackle to BUF 30 for 3 yards (C.Mosley).,9,4,4,BUF 27,0,BUF,
21,3478,3,09:57,"(9:57) (Shotgun) K.Orton pass deep right to M.Goodwin to DET 4 for 42 yards. FUMBLES, ball out of bounds at DET 4.",10,4,70,DET 46,0,BUF,FUMBLE
21,3361,3,11:59,(11:59) (Shotgun) K.Orton pass short right to S.Watkins to BUF 36 for 6 yards (T.Whitehead).,6,4,10,BUF 30,0,BUF,
21,3319,1,13:19,(13:19) (Shotgun) C.Spiller left tackle to BUF 27 for 1 yard (D.Taylor).,10,4,1,BUF 26,0,BUF,
21,3406,2,10:43,(10:43) K.Orton pass deep middle to R.Woods to DET 46 for 17 yards (J.Ihedigbo).,9,4,28,BUF 37,0,BUF,
21,3591,0,09:23,TWO-POINT CONVERSION ATTEMPT. F.Jackson rushes up the middle. ATTEMPT SUCCEEDS.,0,4,74,DET 2,1,BUF,2PR
21,3502,0,09:47,Timeout #1 by DET at 09:47.,0,4,70,,0,,TIMEOUT
22,3690,4,07:30,"(7:30) S.Martin punts 53 yards to BUF 19, Center-D.Muhlbach, downed by DET-J.Stanford.",2,4,8,DET 28,0,DET,PUNT
22,3645,2,08:47,(8:47) M.Stafford pass short left to E.Ebron to DET 29 for 3 yards (S.Gilmore).,4,4,9,DET 26,0,DET,
22,3669,3,08:06,(8:06) G.Winn left tackle to DET 28 for -1 yards (S.Charles).,1,4,8,DET 29,0,DET,
22,3624,1,09:23,(9:23) G.Winn up the middle to DET 26 for 6 yards (B.Spikes).,10,4,6,DET 20,0,DET,
22,3605,0,09:23,"J.Gay kicks 65 yards from BUF 35 to end zone, Touchback.",0,4,0,BUF 35,0,BUF,KICKOFF
23,3771,1,06:36,(6:36) (Shotgun) K.Orton pass short left to S.Chandler to BUF 34 for 5 yards (D.Levy).,15,4,15,BUF 29,0,BUF,
23,3816,3,05:16,(5:16) (Shotgun) K.Orton pass short left to S.Watkins ran ob at BUF 49 for 14 yards.,9,4,30,BUF 35,0,BUF,
23,3713,1,07:20,"(7:20) (Shotgun) K.Orton pass short left to C.Spiller pushed ob at BUF 34 for 15 yards (D.Levy). Penalty on DET-J.Jones, Defensive Offside, declined.",10,4,15,BUF 19,0,BUF,
23,3748,1,06:57,"(6:57) (Shotgun) PENALTY on BUF-C.Richardson, False Start, 5 yards, enforced at BUF 34 - No Play.",10,4,10,BUF 34,0,BUF,PENALTY
23,3795,2,05:59,(5:59) (Shotgun) C.Spiller up the middle to BUF 35 for 1 yard (N.Suh).,10,4,16,BUF 34,0,BUF,
23,3866,2,04:23,(4:23) (Shotgun) K.Orton pass short right to S.Chandler to DET 49 for -1 yards (G.Quin).,7,4,32,DET 48,0,BUF,
23,3918,4,03:04,"(3:04) C.Schmidt punts 33 yards to DET 15, Center-G.Sanborn, fair catch by J.Ross.",7,4,33,DET 48,0,BUF,PUNT
23,3845,1,04:55,(4:55) (Shotgun) F.Jackson left tackle to DET 48 for 3 yards (D.Levy; C.Mosley). BUF-F.Jackson was injured during the play. His return is Questionable.,10,4,33,BUF 49,0,BUF,
23,3894,3,03:43,(3:43) (Shotgun) K.Orton pass short left to S.Chandler to DET 48 for 1 yard (T.Whitehead).,8,4,33,DET 49,0,BUF,
28,4484,0,00:04,"J.Gay kicks 65 yards from BUF 35 to end zone, Touchback.",0,4,0,BUF 35,0,BUF,KICKOFF
28,4503,1,00:03,"(:03) (Shotgun) M.Stafford pass short middle to C.Fuller to DET 37 for 17 yards. FUMBLES, RECOVERED by BUF-N.Robey at DET 18. N.Robey to DET 16 for 2 yards (G.Winn).",10,4,-2,DET 20,0,DET,FUMBLE
1,147,3,13:13,"(13:13) (Shotgun) PENALTY on BUF-C.Richardson, False Start, 5 yards, enforced at BUF 31 - No Play.",10,1,6,BUF 31,0,BUF,PENALTY
1,210,4,12:03,"(12:03) (Punt formation) PENALTY on BUF, Delay of Game, 5 yards, enforced at BUF 30 - No Play.",11,1,5,BUF 30,0,BUF,PENALTY
1,54,1,14:58,(14:58) F.Jackson right tackle to BUF 25 for 5 yards (N.Fairley; T.Whitehead).,10,1,5,BUF 20,0,BUF,
1,35,0,15:00,"S.Martin kicks 65 yards from DET 35 to end zone, Touchback.",0,1,0,DET 35,0,DET,KICKOFF
1,75,2,14:26,(14:26) K.Orton pass short right to S.Watkins pushed ob at BUF 31 for 6 yards (G.Quin).,5,1,11,BUF 25,0,BUF,
1,126,2,13:56,(13:56) C.Spiller left tackle to BUF 31 for no gain (D.Levy).,10,1,11,BUF 31,0,BUF,
1,237,4,12:03,"(12:03) C.Schmidt punts 44 yards to DET 31, Center-G.Sanborn, fair catch by J.Ross.",16,1,5,BUF 25,0,BUF,PUNT
1,104,1,14:00,(14:00) (Shotgun) K.Orton pass incomplete short left to C.Spiller.,10,1,11,BUF 31,0,BUF,
1,170,3,12:52,"(12:52) (Shotgun) K.Orton pass short left to F.Jackson to BUF 29 for 3 yards (J.Ihedigbo). FUMBLES (J.Ihedigbo), and recovers at BUF 30. F.Jackson to BUF 30 for no gain (J.Ihedigbo).",15,1,5,BUF 26,0,BUF,FUMBLE
3,364,1,09:49,(9:49) (Shotgun) C.Spiller right tackle to BUF 11 for 2 yards (N.Fairley).,10,1,2,BUF 9,0,BUF,
3,404,3,08:31,"(8:31) (Shotgun) PENALTY on BUF, Delay of Game, 1 yard, enforced at BUF 2 - No Play.",17,1,-8,BUF 2,0,BUF,PENALTY
3,448,4,07:19,"(7:19) C.Schmidt punts 61 yards to DET 33, Center-G.Sanborn. J.Ross to BUF 47 for 20 yards (D.Searcy). DET-J.Couplin was injured during the play. BUF-R.Brooks was injured during the play.",13,1,-3,BUF 6,0,BUF,PUNT
3,385,2,09:09,(9:09) K.Orton sacked at BUF 2 for -9 yards (A.Palmer).,8,1,-7,BUF 11,0,BUF,
3,427,3,08:03,(8:03) (Shotgun) F.Jackson up the middle to BUF 6 for 5 yards (E.Ansah; J.Ihedigbo).,18,1,-3,BUF 1,0,BUF,
2,304,3,10:41,(10:41) (Shotgun) M.Stafford pass short middle to R.Bush to DET 34 for 2 yards (N.Robey).,9,1,3,DET 32,0,DET,
2,328,4,10:02,"(10:02) S.Martin punts 60 yards to BUF 6, Center-D.Muhlbach. L.McKelvin to BUF 17 for 11 yards (T.Whitehead). PENALTY on BUF-C.Hogan, Illegal Block Above the Waist, 8 yards, enforced at BUF 17.",7,1,3,DET 34,0,DET,PUNT
2,260,1,11:55,(11:55) R.Bush left tackle to DET 34 for 3 yards (S.Charles).,10,1,3,DET 31,0,DET,
2,285,2,11:17,(11:17) M.Stafford sacked ob at DET 32 for -2 yards (Mar.Williams).,7,1,1,DET 34,0,DET,
5,629,3,04:15,(4:15) (Shotgun) K.Orton pass short left to C.Hogan to BUF 22 for 6 yards (R.Mathis).,7,1,9,BUF 16,0,BUF,
5,608,2,05:00,(5:00) F.Jackson left tackle to BUF 16 for 2 yards (A.Palmer).,9,1,3,BUF 14,0,BUF,
5,575,1,05:33,(5:33) K.Orton pass short left to F.Summers pushed ob at BUF 14 for 1 yard (D.Levy).,10,1,1,BUF 13,0,BUF,
5,653,4,03:51,"(3:51) C.Schmidt punts 35 yards to DET 43, Center-G.Sanborn, fair catch by J.Ross.",1,1,9,BUF 22,0,BUF,PUNT
4,523,3,05:46,(5:46) (Shotgun) M.Stafford pass incomplete deep middle to G.Tate (N.Robey).,4,1,6,BUF 41,0,DET,
4,552,4,05:39,"(5:39) S.Martin punts 28 yards to BUF 13, Center-D.Muhlbach, fair catch by F.Jackson.",4,1,6,BUF 41,0,DET,PUNT
4,499,2,06:26,(6:26) G.Winn up the middle to BUF 41 for 13 yards (D.Searcy; A.Williams). BUF-D.Searcy was injured during the play.,17,1,6,DET 46,0,DET,
4,480,1,07:05,(7:05) (Shotgun) M.Stafford sacked at DET 46 for -7 yards (M.Dareus).,10,1,-7,BUF 47,0,DET,
7,1049,1,13:53,"(13:53) (Shotgun) K.Orton pass short left intended for S.Watkins INTERCEPTED by R.Mathis at BUF 41. R.Mathis for 41 yards, TOUCHDOWN.",10,2,18,BUF 38,1,BUF,TD
7,937,0,00:05,"S.Martin kicks 65 yards from DET 35 to end zone, Touchback.",0,1,18,DET 35,0,DET,KICKOFF
7,1020,3,14:27,(14:27) (Shotgun) K.Orton pass short right to S.Chandler pushed ob at BUF 38 for 16 yards (G.Quin).,8,2,18,BUF 22,0,BUF,
7,993,2,15:00,(15:00) C.Spiller left tackle to BUF 22 for 1 yard (N.Suh).,9,2,2,BUF 21,0,BUF,
7,956,1,00:04,(:04) C.Spiller right end to BUF 21 for 1 yard (D.Slay).,10,1,1,BUF 20,0,BUF,
6,746,2,01:41,(1:41) M.Stafford pass short right to R.Bush to BUF 11 for 28 yards (C.Bryant; P.Brown).,3,1,46,BUF 39,0,DET,
6,791,2,00:13,"(:13) M.Stafford pass short right to E.Ebron for 9 yards, TOUCHDOWN. The Replay Official challenged the pass completion ruling, and the play was REVERSED. M.Stafford pass incomplete short right to E.Ebron (L.McKelvin).",8,1,57,BUF 9,0,DET,
6,676,1,03:43,(3:43) G.Winn left tackle to DET 48 for 5 yards (J.Wynn).,10,1,5,DET 43,0,DET,
6,701,2,03:04,(3:04) G.Winn up the middle to BUF 46 for 6 yards (S.Gilmore).,5,1,11,DET 48,0,DET,
6,722,1,02:24,(2:24) M.Stafford pass short left to B.Pettigrew to BUF 39 for 7 yards (S.Gilmore).,10,1,18,BUF 46,0,DET,
6,921,0,00:05,"A.Henery extra point is GOOD, Center-D.Muhlbach, Holder-S.Martin.",0,1,57,BUF 2,1,DET,XP
6,811,3,00:09,"(:09) (Shotgun) M.Stafford pass short left to G.Tate for 9 yards, TOUCHDOWN.",8,1,57,BUF 9,1,DET,TD
6,770,1,00:53,(:53) (Shotgun) R.Bush right tackle to BUF 9 for 2 yards (Mar.Williams).,10,1,48,BUF 11,0,DET,
9,1238,2,10:33,(10:33) (Shotgun) M.Stafford pass short left intended for R.Bush INTERCEPTED by S.Gilmore at BUF 28. S.Gilmore pushed ob at BUF 49 for 21 yards (G.Tate).,8,2,2,BUF 38,0,DET,INT
9,1217,1,11:09,(11:09) G.Winn up the middle to BUF 38 for 2 yards (B.Spikes).,10,2,2,BUF 40,0,DET,
8,1087,0,13:44,"S.Martin kicks 65 yards from DET 35 to end zone, Touchback.",0,2,0,DET 35,0,DET,KICKOFF
8,1171,3,12:03,(12:03) F.Jackson left tackle to BUF 17 for 8 yards (N.Suh; E.Ansah).,21,2,-3,BUF 9,0,BUF,
8,1192,4,11:23,"(11:23) C.Schmidt punts 51 yards to DET 32, Center-G.Sanborn. J.Ross to BUF 40 for 28 yards (C.Schmidt).",13,2,-3,BUF 17,0,BUF,PUNT
8,1150,2,12:43,(12:43) (Shotgun) C.Spiller left tackle to BUF 9 for 2 yards (D.Levy).,23,2,-11,BUF 7,0,BUF,
8,1127,2,13:04,"(13:04) PENALTY on BUF-L.Smith, False Start, 5 yards, enforced at BUF 12 - No Play.",18,2,-3,BUF 12,0,BUF,PENALTY
8,1106,1,13:44,(13:44) M.Goodwin left end to BUF 12 for -8 yards (G.Johnson).,10,2,-3,BUF 20,0,BUF,
11,1681,2,04:57,(4:57) G.Winn left end pushed ob at DET 37 for 4 yards (D.Williams).,2,2,17,DET 33,0,DET,
11,1702,1,04:32,(4:32) (Shotgun) R.Bush left tackle to DET 37 for no gain (P.Brown).,10,2,17,DET 37,0,DET,
11,1625,1,06:04,"(6:04) R.Bush left tackle to DET 31 for 6 yards (P.Brown). PENALTY on DET-D.Raiola, Offensive Holding, 10 yards, enforced at DET 25 - No Play.",10,2,-5,DET 25,0,DET,PENALTY
11,1818,4,02:16,"(2:16) S.Martin punts 41 yards to BUF 15, Center-D.Muhlbach, fair catch by F.Jackson.",8,2,24,DET 44,0,DET,PUNT
